CD temperatures [deg C] from synthetic data. 
  T_18,    T_D,   T_17,  T_diff1_18D, T_diff2_18D, T_diff3_18D, T_diff1_17D, T_diff2_17D, T_division_18D, T_division_17D 
-5.541070e+01 -5.480192e+01 -5.489190e+01 -5.879572e+01 -5.511190e+01 -5.644632e+01 -5.527258e+01 -5.467537e+01 -3.213902e+01 -5.202094e+01 
-5.466050e+01 -5.519582e+01 -5.467573e+01 -5.231290e+01 -5.379995e+01 -5.529640e+01 -5.266222e+01 -5.427476e+01 -7.049023e+01 -6.958113e+01 
-5.465560e+01 -5.476856e+01 -5.458688e+01 -5.410779e+01 -5.290888e+01 -5.492652e+01 -5.383127e+01 -5.425874e+01 -5.837000e+01 -6.021233e+01 
-5.505337e+01 -5.538406e+01 -5.487608e+01 -5.356000e+01 -5.407528e+01 -5.529640e+01 -5.292028e+01 -5.465337e+01 -6.518995e+01 -6.938917e+01 
-5.525597e+01 -5.526690e+01 -5.519196e+01 -5.520298e+01 -5.358147e+01 -5.566072e+01 -5.487492e+01 -5.388352e+01 -5.562942e+01 -5.757707e+01 
-5.414200e+01 -5.462971e+01 -5.455055e+01 -5.197129e+01 -5.436462e+01 -5.529640e+01 -5.421872e+01 -5.534864e+01 -6.871160e+01 -5.702497e+01 
-5.497588e+01 -5.557677e+01 -5.531866e+01 -5.239333e+01 -5.663594e+01 -5.605936e+01 -5.428452e+01 -5.435811e+01 -7.242721e+01 -6.305118e+01 
-5.524255e+01 -5.575644e+01 -5.504720e+01 -5.302050e+01 -5.635878e+01 -5.605936e+01 -5.241049e+01 -5.519618e+01 -7.033467e+01 -7.455922e+01 
-5.539202e+01 -5.552767e+01 -5.544320e+01 -5.475542e+01 -5.390022e+01 -5.566072e+01 -5.509366e+01 -5.635860e+01 -5.971968e+01 -5.806475e+01 
-5.519119e+01 -5.564914e+01 -5.474550e+01 -5.318503e+01 -5.400611e+01 -5.529640e+01 -5.148259e+01 -5.347591e+01 -6.881478e+01 -7.874654e+01 
-5.434878e+01 -5.430550e+01 -5.445805e+01 -5.455561e+01 -5.404008e+01 -5.566072e+01 -5.512854e+01 -5.364881e+01 -5.290033e+01 -4.943692e+01 
-5.485677e+01 -5.500000e+01 -5.498084e+01 -5.418561e+01 -5.593883e+01 -5.605936e+01 -5.489828e+01 -5.784324e+01 -5.942077e+01 -5.559643e+01 
-5.468566e+01 -5.485896e+01 -5.474271e+01 -5.386871e+01 -5.298392e+01 -5.529640e+01 -5.427080e+01 -5.466348e+01 -6.022278e+01 -5.828842e+01 
-5.515348e+01 -5.463935e+01 -5.511657e+01 -5.797156e+01 -5.527717e+01 -5.644632e+01 -5.735308e+01 -5.387493e+01 -3.586072e+01 -3.820102e+01 
-5.490772e+01 -5.478797e+01 -5.480780e+01 -5.548791e+01 -5.549081e+01 -5.605936e+01 -5.489169e+01 -5.506219e+01 -5.089925e+01 -5.418996e+01 
-5.417940e+01 -5.485069e+01 -5.440905e+01 -5.128576e+01 -5.571451e+01 -5.644632e+01 -5.267033e+01 -5.432881e+01 -7.353913e+01 -6.726997e+01 
-5.459423e+01 -5.495355e+01 -5.432975e+01 -5.296767e+01 -5.420432e+01 -5.605936e+01 -5.194987e+01 -5.377684e+01 -6.558407e+01 -7.185133e+01 
-5.504098e+01 -5.526174e+01 -5.442443e+01 -5.400797e+01 -5.362138e+01 -5.605936e+01 -5.133226e+01 -5.491823e+01 -6.206059e+01 -7.709916e+01 
-5.470229e+01 -5.515575e+01 -5.451919e+01 -5.268597e+01 -5.532202e+01 -5.644632e+01 -5.209997e+01 -5.471244e+01 -6.832104e+01 -7.235882e+01 
-5.465386e+01 -5.487747e+01 -5.468758e+01 -5.361222e+01 -5.464079e+01 -5.605936e+01 -5.390729e+01 -5.450767e+01 -6.170782e+01 -6.050068e+01 
-5.475863e+01 -5.487454e+01 -5.495350e+01 -5.421957e+01 -5.415269e+01 -5.605936e+01 -5.528754e+01 -5.440356e+01 -5.843622e+01 -5.242562e+01 
-5.492727e+01 -5.509691e+01 -5.488555e+01 -5.413318e+01 -5.438226e+01 -5.644632e+01 -5.402705e+01 -5.468697e+01 -6.032257e+01 -6.129358e+01 
-5.497469e+01 -5.522853e+01 -5.468555e+01 -5.379861e+01 -5.274446e+01 -5.566072e+01 -5.259004e+01 -5.592996e+01 -6.295856e+01 -7.019198e+01 
-5.591689e+01 -5.564825e+01 -5.538839e+01 -5.728086e+01 -5.514088e+01 -5.605936e+01 -5.433277e+01 -5.411715e+01 -4.653041e+01 -6.316673e+01 
-5.524053e+01 -5.507329e+01 -5.475049e+01 -5.609319e+01 -5.449080e+01 -5.644632e+01 -5.347346e+01 -5.668674e+01 -4.943450e+01 -6.426885e+01 
-5.535751e+01 -5.516734e+01 -5.472569e+01 -5.630758e+01 -5.456210e+01 -5.644632e+01 -5.299450e+01 -5.442906e+01 -4.885858e+01 -6.756658e+01 
-5.480301e+01 -5.493447e+01 -5.483571e+01 -5.419031e+01 -5.458689e+01 -5.644632e+01 -5.441790e+01 -5.489220e+01 -5.897495e+01 -5.787617e+01 
-5.497162e+01 -5.399350e+01 -5.420542e+01 -6.113811e+01 -5.403965e+01 -5.492652e+01 -5.515202e+01 -5.516874e+01 -1.292779e+01 -4.712319e+01 
-5.450877e+01 -5.498307e+01 -5.474589e+01 -5.240577e+01 -5.524499e+01 -5.566072e+01 -5.379716e+01 -5.632984e+01 -6.868173e+01 -6.183465e+01 
-5.523543e+01 -5.519347e+01 -5.496724e+01 -5.543870e+01 -5.509644e+01 -5.644632e+01 -5.404451e+01 -5.492814e+01 -5.381824e+01 -6.185227e+01 
-5.506300e+01 -5.439580e+01 -5.443686e+01 -5.887008e+01 -5.558423e+01 -5.683810e+01 -5.460790e+01 -5.621733e+01 -2.897198e+01 -5.311840e+01 
-5.471425e+01 -5.445756e+01 -5.443338e+01 -5.603962e+01 -5.553407e+01 -5.683810e+01 -5.433076e+01 -5.666088e+01 -4.569351e+01 -5.519870e+01 
-5.530662e+01 -5.524945e+01 -5.476282e+01 -5.556024e+01 -5.427135e+01 -5.644632e+01 -5.287710e+01 -5.500000e+01 -5.349438e+01 -6.876263e+01 
-5.519378e+01 -5.475258e+01 -5.493963e+01 -5.755483e+01 -5.199536e+01 -5.492652e+01 -5.575147e+01 -5.277775e+01 -3.904153e+01 -4.884130e+01 
-5.447650e+01 -5.501353e+01 -5.485176e+01 -5.212146e+01 -5.484156e+01 -5.566072e+01 -5.419188e+01 -5.527642e+01 -7.032636e+01 -5.978465e+01 
-5.496707e+01 -5.575349e+01 -5.498219e+01 -5.169482e+01 -5.562899e+01 -5.566072e+01 -5.214009e+01 -5.368597e+01 -7.700952e+01 -7.597480e+01 
-5.536724e+01 -5.517862e+01 -5.373021e+01 -5.630812e+01 -5.463798e+01 -5.683810e+01 -4.883808e+01 -5.433156e+01 -4.893083e+01 -8.921548e+01 
-5.519507e+01 -5.552013e+01 -5.474366e+01 -5.373677e+01 -5.352422e+01 -5.566072e+01 -5.188558e+01 -5.410501e+01 -6.511864e+01 -7.582820e+01 
-5.467734e+01 -5.511350e+01 -5.145834e+01 -5.273270e+01 -5.466736e+01 -5.566072e+01 -4.171490e+01 -5.432487e+01 -6.781223e+01 -1.193011e+02 
-5.538668e+01 -5.478487e+01 -5.470752e+01 -5.872617e+01 -5.403106e+01 -5.566072e+01 -5.436100e+01 -5.503121e+01 -3.243634e+01 -5.718578e+01 
-5.415519e+01 -5.435143e+01 -5.403343e+01 -5.323120e+01 -5.478954e+01 -5.605936e+01 -5.274890e+01 -5.475988e+01 -6.038639e+01 -6.352691e+01 
-5.425240e+01 -5.509330e+01 -5.448122e+01 -5.075473e+01 -5.372932e+01 -5.529640e+01 -5.214639e+01 -5.405515e+01 -7.770539e+01 -7.170147e+01 
-5.513723e+01 -5.568632e+01 -5.485865e+01 -5.276501e+01 -5.396678e+01 -5.644632e+01 -5.183342e+01 -5.531799e+01 -7.121049e+01 -7.715869e+01 
-5.574718e+01 -5.502983e+01 -5.493424e+01 -5.983992e+01 -5.398460e+01 -5.644632e+01 -5.452986e+01 -5.461640e+01 -2.744739e+01 -5.789973e+01 
-5.538170e+01 -5.527609e+01 -5.480930e+01 -5.588523e+01 -5.234917e+01 -5.492652e+01 -5.298944e+01 -5.327665e+01 -5.193951e+01 -6.832389e+01 
-5.481646e+01 -5.516152e+01 -5.459293e+01 -5.325872e+01 -5.453497e+01 -5.566072e+01 -5.240938e+01 -5.497666e+01 -6.537623e+01 -7.072919e+01 
-5.532524e+01 -5.520123e+01 -5.494101e+01 -5.593069e+01 -5.399182e+01 -5.605936e+01 -5.388692e+01 -5.469777e+01 -5.118756e+01 -6.280070e+01 
-5.486097e+01 -5.482991e+01 -5.466434e+01 -5.500000e+01 -5.565384e+01 -5.683810e+01 -5.397787e+01 -5.486668e+01 -5.384372e+01 -5.977981e+01 
-5.549180e+01 -5.499095e+01 -5.489829e+01 -5.820420e+01 -5.487460e+01 -5.605936e+01 -5.450631e+01 -5.500000e+01 -3.685321e+01 -5.776657e+01 
-5.477588e+01 -5.494832e+01 -5.456443e+01 -5.397909e+01 -5.468328e+01 -5.605936e+01 -5.304393e+01 -5.484798e+01 -6.019736e+01 -6.583978e+01 
-5.556252e+01 -5.543736e+01 -5.483015e+01 -5.618069e+01 -5.425808e+01 -5.605936e+01 -5.253170e+01 -5.314143e+01 -5.132899e+01 -7.185030e+01 
-5.374925e+01 -5.425238e+01 -5.377969e+01 -5.150041e+01 -5.707228e+01 -5.644632e+01 -5.191347e+01 -5.477634e+01 -6.877019e+01 -6.748903e+01 
-5.546123e+01 -5.527072e+01 -5.497725e+01 -5.640082e+01 -5.539710e+01 -5.644632e+01 -5.379102e+01 -5.468078e+01 -4.902826e+01 -6.381802e+01 
-5.457097e+01 -5.477398e+01 -5.460994e+01 -5.361273e+01 -5.674369e+01 -5.683810e+01 -5.392517e+01 -5.493893e+01 -6.105680e+01 -5.971059e+01 
-5.378108e+01 -5.464274e+01 -5.412241e+01 -5.018683e+01 -5.479363e+01 -5.644632e+01 -5.209614e+01 -5.475779e+01 -7.778370e+01 -6.904411e+01 
-5.629874e+01 -5.587421e+01 -5.582278e+01 -5.852178e+01 -5.451575e+01 -5.566072e+01 -5.559638e+01 -5.748995e+01 -4.090479e+01 -5.742634e+01 
-5.544441e+01 -5.521754e+01 -5.455691e+01 -5.658265e+01 -5.730344e+01 -5.683810e+01 -5.205432e+01 -5.522841e+01 -4.764968e+01 -7.300816e+01 
-5.525143e+01 -5.574369e+01 -5.523990e+01 -5.311611e+01 -5.657417e+01 -5.644632e+01 -5.331770e+01 -5.614767e+01 -6.976213e+01 -6.956407e+01 
-5.565316e+01 -5.546797e+01 -5.521240e+01 -5.657923e+01 -5.606221e+01 -5.605936e+01 -5.419585e+01 -5.720430e+01 -4.930187e+01 -6.282453e+01 
-5.531968e+01 -5.513930e+01 -5.510512e+01 -5.622102e+01 -5.529081e+01 -5.644632e+01 -5.496052e+01 -5.522389e+01 -4.915668e+01 -5.619236e+01 
-5.556686e+01 -5.536263e+01 -5.488338e+01 -5.659408e+01 -5.292359e+01 -5.529640e+01 -5.302901e+01 -5.419619e+01 -4.852596e+01 -6.865174e+01 
-5.471675e+01 -5.463770e+01 -5.459445e+01 -5.510785e+01 -5.452680e+01 -5.566072e+01 -5.439902e+01 -5.410547e+01 -5.205577e+01 -5.595668e+01 
-5.424355e+01 -5.467883e+01 -5.436682e+01 -5.229068e+01 -5.447252e+01 -5.566072e+01 -5.311155e+01 -5.661695e+01 -6.737742e+01 -6.367274e+01 
-5.508794e+01 -5.465547e+01 -5.431803e+01 -5.740821e+01 -5.653264e+01 -5.763631e+01 -5.296570e+01 -5.558243e+01 -3.922223e+01 -6.433418e+01 
-5.489989e+01 -5.459208e+01 -5.444484e+01 -5.650710e+01 -5.446862e+01 -5.529640e+01 -5.383474e+01 -5.359458e+01 -4.394211e+01 -5.898509e+01 
-5.501317e+01 -5.508600e+01 -5.465905e+01 -5.466029e+01 -5.438778e+01 -5.644632e+01 -5.298261e+01 -5.342224e+01 -5.738603e+01 -6.709050e+01 
-5.542203e+01 -5.514441e+01 -5.505813e+01 -5.684114e+01 -5.621119e+01 -5.566072e+01 -5.469308e+01 -5.572035e+01 -4.570081e+01 -5.776605e+01 
-5.467379e+01 -5.528493e+01 -5.447181e+01 -5.202445e+01 -5.529390e+01 -5.605936e+01 -5.145808e+01 -5.493090e+01 -7.251765e+01 -7.659536e+01 
-5.512835e+01 -5.521896e+01 -5.492474e+01 -5.468933e+01 -5.280841e+01 -5.605936e+01 -5.374011e+01 -5.584248e+01 -5.809977e+01 -6.375190e+01 
-5.378066e+01 -5.411901e+01 -5.406663e+01 -5.222223e+01 -5.662627e+01 -5.605936e+01 -5.384435e+01 -5.560346e+01 -6.422774e+01 -5.571880e+01 
-5.570163e+01 -5.529641e+01 -5.399292e+01 -5.781307e+01 -5.621443e+01 -5.644632e+01 -4.950508e+01 -5.460599e+01 -4.117892e+01 -8.667497e+01 
-5.509078e+01 -5.537035e+01 -5.488963e+01 -5.381741e+01 -5.516458e+01 -5.723476e+01 -5.302995e+01 -5.434109e+01 -6.374402e+01 -6.869724e+01 
-5.553555e+01 -5.466695e+01 -5.460523e+01 -6.077028e+01 -5.671663e+01 -5.723476e+01 -5.432984e+01 -5.545985e+01 -1.962417e+01 -5.654081e+01 
-5.489518e+01 -5.466332e+01 -5.454596e+01 -5.608482e+01 -5.580781e+01 -5.605936e+01 -5.405761e+01 -5.497279e+01 -4.679083e+01 -5.818503e+01 
-5.577239e+01 -5.573357e+01 -5.540854e+01 -5.595983e+01 -5.545361e+01 -5.644632e+01 -5.412390e+01 -5.623114e+01 -5.448755e+01 -6.500968e+01 
-5.415195e+01 -5.504402e+01 -5.463110e+01 -5.046994e+01 -5.429320e+01 -5.529640e+01 -5.300583e+01 -5.487969e+01 -7.880671e+01 -6.668346e+01 
-5.435526e+01 -5.548122e+01 -5.528026e+01 -4.990038e+01 -5.401953e+01 -5.566072e+01 -5.445534e+01 -5.517995e+01 -8.415765e+01 -6.137306e+01 
-5.338264e+01 -5.412113e+01 -5.351211e+01 -5.021734e+01 -5.385719e+01 -5.529640e+01 -5.114990e+01 -5.432545e+01 -7.448343e+01 -7.074928e+01 
-5.457826e+01 -5.466303e+01 -5.453124e+01 -5.417243e+01 -5.527261e+01 -5.605936e+01 -5.398421e+01 -5.525219e+01 -5.732906e+01 -5.860597e+01 
-5.470503e+01 -5.492845e+01 -5.456824e+01 -5.366699e+01 -5.453016e+01 -5.605936e+01 -5.313516e+01 -5.407062e+01 -6.173781e+01 -6.520056e+01 
-5.382144e+01 -5.447070e+01 -5.383775e+01 -5.099655e+01 -5.551984e+01 -5.605936e+01 -5.140630e+01 -5.531516e+01 -7.264522e+01 -7.163911e+01 
-5.446689e+01 -5.465426e+01 -5.443823e+01 -5.358738e+01 -5.713474e+01 -5.683810e+01 -5.355455e+01 -5.737040e+01 -6.041565e+01 -6.100545e+01 
-5.526688e+01 -5.478798e+01 -5.469947e+01 -5.786613e+01 -5.480419e+01 -5.605936e+01 -5.432189e+01 -5.527699e+01 -3.747505e+01 -5.751778e+01 
-5.612776e+01 -5.556218e+01 -5.547135e+01 -5.920525e+01 -5.329087e+01 -5.644632e+01 -5.509610e+01 -5.460982e+01 -3.480712e+01 -5.828602e+01 
-5.445175e+01 -5.490263e+01 -5.453697e+01 -5.244022e+01 -5.411188e+01 -5.566072e+01 -5.308225e+01 -5.366485e+01 -6.800540e+01 -6.532578e+01 
-5.509378e+01 -5.514205e+01 -5.479394e+01 -5.485992e+01 -5.239982e+01 -5.529640e+01 -5.341668e+01 -5.417561e+01 -5.668454e+01 -6.504912e+01 
-5.536726e+01 -5.557127e+01 -5.468711e+01 -5.441414e+01 -5.593523e+01 -5.605936e+01 -5.147055e+01 -5.470631e+01 -6.178004e+01 -7.831816e+01 
-5.510905e+01 -5.537938e+01 -5.509641e+01 -5.387673e+01 -5.750436e+01 -5.644632e+01 -5.396620e+01 -5.559267e+01 -6.348691e+01 -6.353284e+01 
-5.540891e+01 -5.477318e+01 -5.437372e+01 -5.896632e+01 -5.545023e+01 -5.683810e+01 -5.278348e+01 -5.478800e+01 -3.094380e+01 -6.614244e+01 
-5.447749e+01 -5.454336e+01 -5.431638e+01 -5.416033e+01 -5.412038e+01 -5.529640e+01 -5.338813e+01 -5.486311e+01 -5.662579e+01 -6.120640e+01 
-5.522242e+01 -5.522083e+01 -5.494579e+01 -5.523010e+01 -5.696067e+01 -5.644632e+01 -5.383360e+01 -5.422990e+01 -5.517378e+01 -6.323644e+01 
-5.545485e+01 -5.551903e+01 -5.500000e+01 -5.514956e+01 -5.625234e+01 -5.644632e+01 -5.299902e+01 -5.439253e+01 -5.753431e+01 -6.984097e+01 
-5.523660e+01 -5.513412e+01 -5.456788e+01 -5.573316e+01 -5.503025e+01 -5.644632e+01 -5.239285e+01 -5.426679e+01 -5.172645e+01 -7.063828e+01 
-5.490827e+01 -5.551224e+01 -5.355383e+01 -5.231265e+01 -5.568730e+01 -5.455107e+01 -4.737532e+01 -5.599995e+01 -7.243818e+01 -9.800894e+01 
-5.585455e+01 -5.549603e+01 -5.555843e+01 -5.771645e+01 -5.444447e+01 -5.605936e+01 -5.582363e+01 -5.421192e+01 -4.303504e+01 -5.356074e+01 
-5.443180e+01 -5.448377e+01 -5.439075e+01 -5.418064e+01 -5.455039e+01 -5.566072e+01 -5.400092e+01 -5.546901e+01 -5.613264e+01 -5.729335e+01 
-5.500960e+01 -5.511969e+01 -5.484510e+01 -5.447622e+01 -5.430386e+01 -5.644632e+01 -5.374323e+01 -5.313758e+01 -5.857119e+01 -6.306045e+01 
-5.571334e+01 -5.520696e+01 -5.513098e+01 -5.843685e+01 -5.366569e+01 -5.605936e+01 -5.480954e+01 -5.411401e+01 -3.695318e+01 -5.753502e+01 
-5.484196e+01 -5.465491e+01 -5.478904e+01 -5.579667e+01 -5.487100e+01 -5.566072e+01 -5.537898e+01 -5.557896e+01 -4.834873e+01 -5.034107e+01 
-5.415281e+01 -5.462113e+01 -5.414809e+01 -5.206133e+01 -5.452678e+01 -5.644632e+01 -5.229190e+01 -5.450633e+01 -6.819720e+01 -6.783527e+01 
-5.492994e+01 -5.443759e+01 -5.451483e+01 -5.761842e+01 -5.315762e+01 -5.605936e+01 -5.484826e+01 -5.360755e+01 -3.656319e+01 -5.201609e+01 
-5.417396e+01 -5.496382e+01 -5.460971e+01 -5.085627e+01 -5.358797e+01 -5.529640e+01 -5.320085e+01 -5.358510e+01 -7.641854e+01 -6.506725e+01 
-5.485632e+01 -5.456486e+01 -5.453730e+01 -5.637629e+01 -5.459515e+01 -5.605936e+01 -5.440805e+01 -5.413902e+01 -4.450231e+01 -5.540830e+01 
-5.559653e+01 -5.511145e+01 -5.497950e+01 -5.820471e+01 -5.489510e+01 -5.723476e+01 -5.442129e+01 -5.500000e+01 -3.765801e+01 -5.906246e+01 
-5.504017e+01 -5.489806e+01 -5.451138e+01 -5.572870e+01 -5.588463e+01 -5.605936e+01 -5.297810e+01 -5.606505e+01 -5.020928e+01 -6.587560e+01 
-5.562790e+01 -5.532552e+01 -5.500447e+01 -5.718305e+01 -5.429036e+01 -5.605936e+01 -5.372720e+01 -5.400924e+01 -4.495142e+01 -6.452144e+01 
-5.533767e+01 -5.575485e+01 -5.505245e+01 -5.349262e+01 -5.435088e+01 -5.683810e+01 -5.243854e+01 -5.556491e+01 -6.787794e+01 -7.439960e+01 
-5.427885e+01 -5.522955e+01 -5.433661e+01 -5.039355e+01 -5.774538e+01 -5.683810e+01 -5.107809e+01 -5.575972e+01 -8.030427e+01 -7.827336e+01 
-5.539318e+01 -5.513119e+01 -5.487521e+01 -5.672869e+01 -5.390063e+01 -5.605936e+01 -5.384287e+01 -5.521122e+01 -4.624849e+01 -6.257397e+01 
-5.220340e+01 -5.547288e+01 -5.488510e+01 -4.220637e+01 -5.326558e+01 -5.492652e+01 -5.265207e+01 -5.440898e+01 -1.166204e+02 -7.142958e+01 
-5.496666e+01 -5.449650e+01 -5.434885e+01 -5.751659e+01 -5.567743e+01 -5.644632e+01 -5.373621e+01 -5.477973e+01 -3.754246e+01 -5.890446e+01 
-5.520402e+01 -5.527924e+01 -5.488281e+01 -5.483957e+01 -5.508443e+01 -5.566072e+01 -5.331407e+01 -5.598219e+01 -5.769538e+01 -6.654850e+01 
-5.433525e+01 -5.461585e+01 -5.427608e+01 -5.304007e+01 -5.503862e+01 -5.644632e+01 -5.291409e+01 -5.585786e+01 -6.307439e+01 -6.435959e+01 
-5.432845e+01 -5.524116e+01 -5.429221e+01 -5.057563e+01 -5.598085e+01 -5.605936e+01 -5.085770e+01 -5.571342e+01 -7.948726e+01 -7.949159e+01 
-5.512010e+01 -5.520707e+01 -5.509815e+01 -5.469875e+01 -5.363967e+01 -5.644632e+01 -5.463736e+01 -5.599897e+01 -5.797182e+01 -5.851462e+01 
-5.478292e+01 -5.489624e+01 -5.478651e+01 -5.425442e+01 -5.611741e+01 -5.492652e+01 -5.433869e+01 -5.452410e+01 -5.838601e+01 -5.814668e+01 
-5.539145e+01 -5.628117e+01 -5.534208e+01 -5.177895e+01 -5.835112e+01 -5.529640e+01 -5.199048e+01 -5.768277e+01 -7.979130e+01 -8.009871e+01 
-5.476062e+01 -5.528939e+01 -5.490474e+01 -5.244677e+01 -5.491840e+01 -5.529640e+01 -5.337773e+01 -5.449029e+01 -7.039919e+01 -6.626303e+01 
-5.508150e+01 -5.505838e+01 -5.472022e+01 -5.519353e+01 -5.568508e+01 -5.723476e+01 -5.337284e+01 -5.414862e+01 -5.431099e+01 -6.473355e+01 
-5.537843e+01 -5.484311e+01 -5.446084e+01 -5.830275e+01 -5.437990e+01 -5.605936e+01 -5.294039e+01 -5.394258e+01 -3.529949e+01 -6.572587e+01 
-5.574832e+01 -5.605434e+01 -5.556725e+01 -5.435908e+01 -5.605118e+01 -5.605936e+01 -5.370116e+01 -5.559535e+01 -6.513685e+01 -6.949197e+01 
-5.536160e+01 -5.473759e+01 -5.469610e+01 -5.884046e+01 -5.383410e+01 -5.566072e+01 -5.449972e+01 -5.398188e+01 -3.145344e+01 -5.609577e+01 
-5.412628e+01 -5.432251e+01 -5.455128e+01 -5.320186e+01 -5.412187e+01 -5.566072e+01 -5.556081e+01 -5.611380e+01 -6.035862e+01 -4.689322e+01 
-5.496330e+01 -5.490510e+01 -5.482098e+01 -5.524529e+01 -5.367754e+01 -5.566072e+01 -5.446510e+01 -5.413508e+01 -5.302848e+01 -5.741480e+01 
-5.429151e+01 -5.435219e+01 -5.424662e+01 -5.399820e+01 -5.401390e+01 -5.644632e+01 -5.380439e+01 -5.371860e+01 -5.627521e+01 -5.753489e+01 
-5.493567e+01 -5.504518e+01 -5.471197e+01 -5.440510e+01 -5.459573e+01 -5.605936e+01 -5.338317e+01 -5.609808e+01 -5.845847e+01 -6.458749e+01 
-5.405179e+01 -5.418755e+01 -5.407805e+01 -5.340343e+01 -5.585709e+01 -5.605936e+01 -5.361858e+01 -5.467975e+01 -5.842351e+01 -5.748963e+01 
-5.471345e+01 -5.417163e+01 -5.425768e+01 -5.772008e+01 -5.505177e+01 -5.763631e+01 -5.462710e+01 -5.358844e+01 -3.420604e+01 -5.146380e+01 
-5.446662e+01 -5.416202e+01 -5.409976e+01 -5.606393e+01 -5.517299e+01 -5.644632e+01 -5.383617e+01 -5.437422e+01 -4.361451e+01 -5.605908e+01 
-5.388572e+01 -5.495128e+01 -5.456783e+01 -4.959798e+01 -5.324772e+01 -5.529640e+01 -5.304909e+01 -5.403576e+01 -8.247861e+01 -6.583059e+01 
-5.406913e+01 -5.457874e+01 -5.425033e+01 -5.180708e+01 -5.500000e+01 -5.683810e+01 -5.293066e+01 -5.556971e+01 -6.923320e+01 -6.402051e+01 
-5.564297e+01 -5.524563e+01 -5.497370e+01 -5.771823e+01 -5.466925e+01 -5.683810e+01 -5.387139e+01 -5.592949e+01 -4.137869e+01 -6.319212e+01 
-5.458822e+01 -5.434240e+01 -5.392983e+01 -5.585664e+01 -5.474615e+01 -5.529640e+01 -5.228819e+01 -5.553748e+01 -4.596519e+01 -6.602535e+01 
-5.542224e+01 -5.541995e+01 -5.497882e+01 -5.542647e+01 -5.517683e+01 -5.605936e+01 -5.326064e+01 -5.514032e+01 -5.534713e+01 -6.775068e+01 
-5.462910e+01 -5.395302e+01 -5.399134e+01 -5.852551e+01 -5.562168e+01 -5.683810e+01 -5.415708e+01 -5.462435e+01 -2.804641e+01 -5.275856e+01 
-5.375932e+01 -5.473177e+01 -5.446458e+01 -4.976725e+01 -5.411980e+01 -5.566072e+01 -5.337038e+01 -5.455057e+01 -8.037993e+01 -6.258969e+01 
-5.463727e+01 -5.444837e+01 -5.418258e+01 -5.558532e+01 -5.488283e+01 -5.644632e+01 -5.310121e+01 -5.465041e+01 -4.810496e+01 -6.219390e+01 
-5.513539e+01 -5.516027e+01 -5.489796e+01 -5.500000e+01 -5.532845e+01 -5.605936e+01 -5.383916e+01 -5.452014e+01 -5.596296e+01 -6.279248e+01 
-5.439734e+01 -5.471886e+01 -5.467399e+01 -5.291207e+01 -5.466299e+01 -5.566072e+01 -5.446021e+01 -5.417160e+01 -6.441879e+01 -5.619244e+01 
-5.519356e+01 -5.537714e+01 -5.486438e+01 -5.433422e+01 -5.359439e+01 -5.605936e+01 -5.289198e+01 -5.535536e+01 -6.094932e+01 -6.949893e+01 
-5.603879e+01 -5.610656e+01 -5.560761e+01 -5.570176e+01 -5.682926e+01 -5.566072e+01 -5.370109e+01 -5.475043e+01 -5.822484e+01 -6.983557e+01 
-5.459819e+01 -5.466529e+01 -5.449479e+01 -5.427578e+01 -5.425420e+01 -5.566072e+01 -5.379192e+01 -5.461970e+01 -5.678426e+01 -5.972504e+01 
-5.486395e+01 -5.491108e+01 -5.457442e+01 -5.463563e+01 -5.587083e+01 -5.644632e+01 -5.322896e+01 -5.471587e+01 -5.638979e+01 -6.456171e+01 
-5.491837e+01 -5.433611e+01 -5.464385e+01 -5.817486e+01 -5.640640e+01 -5.723476e+01 -5.603987e+01 -5.488690e+01 -3.265576e+01 -4.415605e+01 
-5.474210e+01 -5.543808e+01 -5.488744e+01 -5.180242e+01 -5.409672e+01 -5.605936e+01 -5.278245e+01 -5.426179e+01 -7.455123e+01 -7.049496e+01 
-5.416871e+01 -5.517453e+01 -5.467308e+01 -5.009350e+01 -5.344207e+01 -5.347816e+01 -5.272645e+01 -5.694729e+01 -8.142512e+01 -6.908840e+01 
-5.453412e+01 -5.463894e+01 -5.400614e+01 -5.403406e+01 -5.733280e+01 -5.683810e+01 -5.158242e+01 -5.595869e+01 -5.792160e+01 -7.178522e+01 
-5.385259e+01 -5.457249e+01 -5.414711e+01 -5.077666e+01 -5.446737e+01 -5.605936e+01 -5.246412e+01 -5.611268e+01 -7.443854e+01 -6.657001e+01 
-5.507762e+01 -5.464782e+01 -5.476044e+01 -5.738189e+01 -5.356625e+01 -5.566072e+01 -5.526031e+01 -5.380764e+01 -3.932273e+01 -5.101602e+01 
-5.525997e+01 -5.499001e+01 -5.502894e+01 -5.666502e+01 -5.436873e+01 -5.605936e+01 -5.519364e+01 -5.410462e+01 -4.567249e+01 -5.378362e+01 
-5.408328e+01 -5.453034e+01 -5.411922e+01 -5.207645e+01 -5.476700e+01 -5.566072e+01 -5.248790e+01 -5.513428e+01 -6.755425e+01 -6.616122e+01 
-5.477383e+01 -5.460551e+01 -5.456042e+01 -5.562303e+01 -5.645253e+01 -5.566072e+01 -5.435531e+01 -5.500000e+01 -4.891255e+01 -5.598022e+01 
