sigma_18, sigma_D, sigma_17, diff1, diff2, diff2_17O, divis
8.529085139398948079e-02 7.856138901041792577e-02 8.660745161625427180e-02 1.102637488265383048e-03 1.069085951139305338e-03 1.088170880922118304e-03 1.178654700417665069e+00
8.096248926893030717e-02 7.608186365283532704e-02 8.466822536744243732e-02 7.664746917330298587e-04 1.214960849784411630e-03 1.292428526333259074e-03 1.132414496936712034e+00
8.315827754751471679e-02 7.821971877568968667e-02 8.645720506607987299e-02 7.969747193215092479e-04 1.074601795936484371e-03 1.214468269762282839e-03 1.130260291302121800e+00
8.440687354548834231e-02 7.767989158744277589e-02 8.542891518039673338e-02 1.090354744687196432e-03 9.966184543319534656e-04 1.185199313572339380e-03 1.180696855991240968e+00
8.478481374213217570e-02 7.973254068627626256e-02 8.628631440608142134e-02 8.311865969993451758e-04 1.092336713432953080e-03 1.367253818920854220e-03 1.130745673102354409e+00
8.587867878785798714e-02 7.891010274348575493e-02 8.694561374834232359e-02 1.148343155360611982e-03 1.076966527341360197e-03 1.306349173345507705e-03 1.184419342132951192e+00
8.264024209601687765e-02 7.531213252210693099e-02 8.418077527709835750e-02 1.157492308660882860e-03 8.919532550387038227e-04 1.308768081627077577e-03 1.204074256801120901e+00
8.351839973202718204e-02 7.784263726205811751e-02 8.611744396566282933e-02 9.158469178863195767e-04 8.967510334301248727e-04 1.194274624307492148e-03 1.151142919172946977e+00
8.670989160888960268e-02 8.127693454936879558e-02 8.831271514213052953e-02 9.126652130830052376e-04 9.977482036524073453e-04 1.172558390466061154e-03 1.138158263726941843e+00
8.407060480578869288e-02 7.765302243426640272e-02 8.661776206929222566e-02 1.037874699234419759e-03 9.379267568422383541e-04 1.139773032267410490e-03 1.172118755318533934e+00
8.429418167245740501e-02 7.722315081036257300e-02 8.593092605892733993e-02 1.142094042749251803e-03 1.041033075529864717e-03 1.314459976279601242e-03 1.191516780018173849e+00
8.589519567710654502e-02 7.825401500672872490e-02 8.650791327916947104e-02 1.254293775735098627e-03 1.091400778083371787e-03 1.268073556914403903e-03 1.204826436123831002e+00
8.046399867165032749e-02 7.387467082564087850e-02 8.209791640653592293e-02 1.016988092634550124e-03 1.119382893462253763e-03 1.392300968809851531e-03 1.186348006240471431e+00
8.937468231376255456e-02 8.219836423660201175e-02 8.942098095371531219e-02 1.231262755512888690e-03 1.063162239083405075e-03 1.235828687510678175e-03 1.182231895491973495e+00
8.707061731103318825e-02 8.039735118047282303e-02 8.915589459007597362e-02 1.117558322088117728e-03 9.758452583289682755e-04 1.189392448656012785e-03 1.172896704722591998e+00
8.485498681786560193e-02 7.875568532262434973e-02 8.662890571780455795e-02 9.979108172239164326e-04 1.031893086841478109e-03 1.240480612363015515e-03 1.160889573447855927e+00
8.132037926563805141e-02 7.599701980387879585e-02 8.464668575142526852e-02 8.374570648360694577e-04 1.046409384168583111e-03 1.188470036450902691e-03 1.145000475638193960e+00
8.332819252080887751e-02 7.707540771418160130e-02 8.731633973119053149e-02 1.002969194477663396e-03 1.122186721245174322e-03 1.312614633847129439e-03 1.168832453862408638e+00
8.415358742321867036e-02 7.925665613753186955e-02 8.646701867124194363e-02 8.002087340943393051e-04 1.019500385163777181e-03 1.173774634537496373e-03 1.127388961319419014e+00
8.411307602747827850e-02 7.771761078156215474e-02 8.706940326461158619e-02 1.034982533209954751e-03 1.147228385461425935e-03 1.325719307692165743e-03 1.171353957329041018e+00
8.654162583872303249e-02 7.895269027591236832e-02 8.681621800250304000e-02 1.255925701005386301e-03 9.229465138491487874e-04 1.234310350641599488e-03 1.201479136963415240e+00
8.716455914187358489e-02 7.864277781892375918e-02 8.885602023706684616e-02 1.412973867320571793e-03 9.026410850057929114e-04 1.241190795873644854e-03 1.228463296663085513e+00
8.168587256107519290e-02 7.436051265159385193e-02 8.219110014368197215e-02 1.143095934256366936e-03 1.125893242791605386e-03 1.309844662980828118e-03 1.206727346259491629e+00
8.330970233716328277e-02 7.651475350149017363e-02 8.497623857897974864e-02 1.085999000112946797e-03 1.271049380286430174e-03 1.223234514436900974e-03 1.185497926082322628e+00
8.626937038420900983e-02 7.969040567693511101e-02 8.850510617767674837e-02 1.091843509533346399e-03 8.898303557154005859e-04 1.116160776981882201e-03 1.171928677060158686e+00
8.744368717455880402e-02 7.990058010434247793e-02 8.697856604933355829e-02 1.262295725671650458e-03 1.117628626145021533e-03 1.110591471915909527e-03 1.197724846354971673e+00
8.314337119702264189e-02 7.729827689703376581e-02 8.545671878957819545e-02 9.377965627553903200e-04 1.108790415467343594e-03 1.181598661594265983e-03 1.156952779398158881e+00
8.474515228653894949e-02 7.722018655905880935e-02 8.566203119190980708e-02 1.218783623852830698e-03 1.009967422281051559e-03 1.227710222026217636e-03 1.204392481863864939e+00
8.454173069838984145e-02 7.806218992556621106e-02 8.612950116113889110e-02 1.053598733503900188e-03 1.102551397541880283e-03 1.185294883508581981e-03 1.172899516427203581e+00
8.622731682369319528e-02 7.834193949045673011e-02 8.698239332415805269e-02 1.297690683487179829e-03 9.191790992481590648e-04 1.214632299448686762e-03 1.211437759720434659e+00
8.280186836044649279e-02 7.756635922202513578e-02 8.575459480381331101e-02 8.396093210204661275e-04 9.607787110448817421e-04 1.112445073815148322e-03 1.139550191545863234e+00
8.312916059975736238e-02 7.800456151292153861e-02 8.559393342185381282e-02 8.257457251970917386e-04 1.048560341308639584e-03 1.249791286315291234e-03 1.135708276282815010e+00
8.564540823725837193e-02 7.820460563028186485e-02 8.590424155964727915e-02 1.219175610338730370e-03 1.086623381555336908e-03 1.243138831959652831e-03 1.199343282527290278e+00
8.270310157382627925e-02 7.528431163163004647e-02 8.485297265584471060e-02 1.172075432082239632e-03 8.336123093225510398e-04 1.244321927191091755e-03 1.206798124289380381e+00
8.559310027656738540e-02 8.006660297840405283e-02 8.746287786709611156e-02 9.155179024531393678e-04 9.534473412213548358e-04 1.214831781800641136e-03 1.142811781023668649e+00
8.767671481988922877e-02 7.926042784404120634e-02 8.774885582666833161e-02 1.404990899587721213e-03 9.260681850582804919e-04 1.134070144799377393e-03 1.223645769080591750e+00
8.166453860946853993e-02 7.580569588774511980e-02 8.617177413312046563e-02 9.225933372720802536e-04 1.047202587075551916e-03 1.156706001533568812e-03 1.160548641902351186e+00
8.581711810160198850e-02 7.844405993751334127e-02 8.824714326799620867e-02 1.211107219784118318e-03 9.740690341409565965e-04 1.253613971190492386e-03 1.196816936396095432e+00
8.621930140034655965e-02 8.026810378706157600e-02 8.784202561615658822e-02 9.907994483933134713e-04 1.226781175869296912e-03 1.423514228610024863e-03 1.153779961924737529e+00
8.882082858507643619e-02 8.260275338503440812e-02 9.057459847814720855e-02 1.065924723750718422e-03 9.887508260155893069e-04 1.145075589398415446e-03 1.156220307371380152e+00
8.487990142672426075e-02 7.807005032295633029e-02 8.766993811369065692e-02 1.109664908781493424e-03 1.130011587121641011e-03 1.149307388111092980e-03 1.182063519475084590e+00
8.734345605893789610e-02 8.113084401846128169e-02 8.892935136265453511e-02 1.046665465171721029e-03 9.880920058720978234e-04 1.196086731956338923e-03 1.159014199301529713e+00
8.374770913941556594e-02 7.669378359254508393e-02 8.501523456921566968e-02 1.131742344360011678e-03 9.727786911878972707e-04 1.285330404226041421e-03 1.192409822100218397e+00
8.406031676085079507e-02 7.673588060170639935e-02 8.448028031125323634e-02 1.177741482215232532e-03 8.984836518040156513e-04 1.170389851303316447e-03 1.200010598451263011e+00
8.345102705335458171e-02 7.744437425120459517e-02 8.608097231978792396e-02 9.664428130990772997e-04 1.016639326781983805e-03 1.205063547565957778e-03 1.161137421838061901e+00
8.789810050254259766e-02 7.939837093250426414e-02 8.929532893585810649e-02 1.421974765219540839e-03 9.838032074113202147e-04 1.385069240344592809e-03 1.225563438154182228e+00
8.405836367704909440e-02 7.770185313967166441e-02 8.489065420212686675e-02 1.028230522723942893e-03 1.229969073474880071e-03 1.212111090260925344e-03 1.170305133267344866e+00
8.651012464896391807e-02 7.808129846349143310e-02 8.650127419984779409e-02 1.387312497034444772e-03 1.076705052926047075e-03 1.248377884355154812e-03 1.227551783994346168e+00
8.713769730115882017e-02 7.759109016224477462e-02 8.575868432742289604e-02 1.572601018382783003e-03 1.067648738446785525e-03 1.210389509547941901e-03 1.261213034862284532e+00
8.219336144836525415e-02 7.833674717078642491e-02 8.587588073970359170e-02 6.191027088819009427e-04 9.775924093636625435e-04 1.184138260223671331e-03 1.100886170261372365e+00
8.268529229799097269e-02 7.687111575511458572e-02 8.488929020166564865e-02 9.276891249679793117e-04 1.048343468000362396e-03 1.270169118164593157e-03 1.156991484468578024e+00
8.352342309347816907e-02 7.566710952099466037e-02 8.423927845897070943e-02 1.250650741989961512e-03 9.968122089140868999e-04 1.070117682019062089e-03 1.218434763429393941e+00
8.724705641000475576e-02 8.011372012020688549e-02 8.691005518938270391e-02 1.193840700711709842e-03 1.071384091018031098e-03 1.301459797998822440e-03 1.186008411153339326e+00
8.276396030338357968e-02 7.561878009475316020e-02 8.510660251894446027e-02 1.131673222081416331e-03 9.695950569380607821e-04 1.251655784695748005e-03 1.197907250756309994e+00
8.073575451119105462e-02 7.627211478620374296e-02 8.377169264206216215e-02 7.008265625314674674e-04 1.036771642345083290e-03 1.228849562709392277e-03 1.120470018663571876e+00
8.125203292154560553e-02 7.702170106581526787e-02 8.557778117138442608e-02 6.695504188121226621e-04 1.134007611776651067e-03 1.291900141863898139e-03 1.112864425164293181e+00
8.642564164838102692e-02 7.881885353437942388e-02 8.650006909463449356e-02 1.256979861860417318e-03 9.786715926160219781e-04 1.117209796728036277e-03 1.202333639193593928e+00
8.178901908170554957e-02 7.534922226715347338e-02 8.337975082746537647e-02 1.011938346082697643e-03 1.100366108788897786e-03 1.256653711295595277e-03 1.178236442465043332e+00
8.357597625857041135e-02 7.757872085436848253e-02 8.551199002447737452e-02 9.664858781730980425e-04 1.185416249704511526e-03 1.341832243885318025e-03 1.160586962559269075e+00
8.105510018574423048e-02 7.547726542903965274e-02 8.449371599256762233e-02 8.731116694753304069e-04 9.022794831693250507e-04 1.255147090160134643e-03 1.153263055146687588e+00
8.623988515174998981e-02 7.974265581778762491e-02 8.842355817505095916e-02 1.078426634112889318e-03 1.139431584423206655e-03 1.305266993129145349e-03 1.169593504198775280e+00
8.320605954185780750e-02 7.627538561516673810e-02 8.451914948674435490e-02 1.105313893740801981e-03 1.031920270471934102e-03 1.213632642045417561e-03 1.189983902895255241e+00
8.243866590287937668e-02 7.794021528316844027e-02 8.512619479232219621e-02 7.214564774599228208e-04 1.027830172238151452e-03 1.116294629268181279e-03 1.118764579359396549e+00
8.370960748634634352e-02 7.666016882255560771e-02 8.508426959002897416e-02 1.130516901615444443e-03 1.060584747485790978e-03 1.243346812812147007e-03 1.192370076156834768e+00
8.142305990598694421e-02 7.716231603940207351e-02 8.594262282743540815e-02 6.756916678893722453e-04 9.985922824844810884e-04 1.111186045215366725e-03 1.113484893492944883e+00
8.301349033273545952e-02 7.797492237008298022e-02 8.496281591518246856e-02 8.111510586026968866e-04 9.598580153578189231e-04 1.237603247239768903e-03 1.133411060730205033e+00
8.367404540959774706e-02 7.857364649605039220e-02 8.789785662226269614e-02 8.275279515211333634e-04 1.068961377573403315e-03 1.229568662736925562e-03 1.134038282591111724e+00
8.565382846775862480e-02 7.890388829300655493e-02 8.760324719944910521e-02 1.110754743428961008e-03 1.104598660670476047e-03 1.120192973317320076e-03 1.178410892594765613e+00
8.396867203639366006e-02 7.897918751818792937e-02 8.651183748250625138e-02 8.130258225223464461e-04 8.924887766064031926e-04 1.083901529580456055e-03 1.130340389964664904e+00
8.499200454521299575e-02 7.781448289309224331e-02 8.542114582972050452e-02 1.168547088694161205e-03 9.381047915341058805e-04 1.186535482545672104e-03 1.192985796313343227e+00
8.240164048497369831e-02 7.458997927030330821e-02 8.387357108805836015e-02 1.226365347070578968e-03 9.503175923576329988e-04 1.187374718507969423e-03 1.220424009247077057e+00
8.346280852957227436e-02 7.815331501462663422e-02 8.557886672997372379e-02 8.580997598685779701e-04 1.279353735211978321e-03 1.291647492155000715e-03 1.140489210578871759e+00
8.186744995607697639e-02 7.474876609325131760e-02 8.307998855335226029e-02 1.114901329847170150e-03 1.019785175500712536e-03 1.235254337594057610e-03 1.199539269290426979e+00
8.215483061396977593e-02 7.707530921811747704e-02 8.514775897015240680e-02 8.088129021416408035e-04 9.290170543381951569e-04 1.333140618611515981e-03 1.136149960283945326e+00
8.469070048162201381e-02 7.762052057699522778e-02 8.674011229273907719e-02 1.147569533424071600e-03 8.534920747774248865e-04 1.189160449947782245e-03 1.190469704294552455e+00
8.348401390685866730e-02 7.676200393381003850e-02 8.514372210896065107e-02 1.077175330066303810e-03 1.244124618345072075e-03 1.372989140688868348e-03 1.182807407967049640e+00
8.600981309856499391e-02 7.743958820709447022e-02 8.548947471721279889e-02 1.400798127565717512e-03 9.674746613590652373e-04 1.174962952845370412e-03 1.233587437691538335e+00
8.323859968962901701e-02 7.890512793434749372e-02 8.623466104414444222e-02 7.026452639545630735e-04 9.080322514146242771e-04 1.202421893289224667e-03 1.112856263330618045e+00
8.094946151909888921e-02 7.608241313451258314e-02 8.418319153496843510e-02 7.642817318614190253e-04 1.034801672021121166e-03 1.165207544185974196e-03 1.132033738803362111e+00
8.417553383122355903e-02 8.006344902730347379e-02 8.629929739884099893e-02 6.753646256238404061e-04 9.743223988559644375e-04 1.258773381178440731e-03 1.105358534067641507e+00
8.499217462994919370e-02 7.923154970234631833e-02 8.763313070523180703e-02 9.460312800924040866e-04 1.125392765273230868e-03 1.237236249479279314e-03 1.150698592293788236e+00
8.134226130706083413e-02 7.612681744424106001e-02 8.367477417526864025e-02 8.212711403573613039e-04 9.472821836448510908e-04 1.411671716774005360e-03 1.141713496575892606e+00
8.200388017007909092e-02 7.500528656174279551e-02 8.450154945029589304e-02 1.098843350739536762e-03 9.743775520284110592e-04 1.194763279823735959e-03 1.195322392479569729e+00
8.793213939078424468e-02 8.356754675379991781e-02 9.060526721645570380e-02 7.485262673917756140e-04 1.019890230148857730e-03 1.162229931102604823e-03 1.107184439009423871e+00
8.484965241370252820e-02 7.818630042938999603e-02 8.536105031314568381e-02 1.086365939891305137e-03 1.202915113605160149e-03 1.276099969315642882e-03 1.177711205586417842e+00
8.171929406407599239e-02 7.677058693713645354e-02 8.528390482860735700e-02 7.843200036584995274e-04 9.612318684482152502e-04 1.257671983649557776e-03 1.133077173999121667e+00
8.524635742861494392e-02 7.869324225380605609e-02 8.742716912555167919e-02 1.074315078430967615e-03 1.049781837936506488e-03 1.245747735783744869e-03 1.173482947804239229e+00
8.359791536775244836e-02 7.723609295559989707e-02 8.551445277939367928e-02 1.023197398787832613e-03 1.099818117503800980e-03 1.188832949498083800e-03 1.171521605934850996e+00
8.162573855736816875e-02 7.550370900036038058e-02 8.532986997891993386e-02 9.619511222247190130e-04 1.012608296322451296e-03 1.205817049753034245e-03 1.168739373867681897e+00
8.399893308957120941e-02 7.718534298676717198e-02 8.402133096484008801e-02 1.098243588201372641e-03 9.734483345932098226e-04 1.235644316738635255e-03 1.184343996980146585e+00
8.423093833087447191e-02 7.726047864228176298e-02 8.514522817242514696e-02 1.125669412065101807e-03 1.138629211773316708e-03 1.253177535153858794e-03 1.188580193238183202e+00
8.489426384465591224e-02 7.912117970170150227e-02 8.722448632602629315e-02 9.468749563371105238e-04 1.070850738829704158e-03 1.206375722764172279e-03 1.151254088294489053e+00
8.388218884506991324e-02 7.814574568131296695e-02 8.514346978330755711e-02 9.294640373515268908e-04 9.869574238943136426e-04 1.237657574748594067e-03 1.152202543983168237e+00
8.423137830479815458e-02 7.692940853023191861e-02 8.519497466379488682e-02 1.176791194314701430e-03 8.760431871621699460e-04 1.212551899857734847e-03 1.198844976276855601e+00
8.117784116233035807e-02 7.530613846025945024e-02 8.246122729546694063e-02 9.188274059807695002e-04 1.105498750976399019e-03 1.327927203611378422e-03 1.162021699580220835e+00
8.190135952698421318e-02 7.603151271792231436e-02 8.350762461011011772e-02 9.270417661927455102e-04 9.887212701609850770e-04 1.172643417881578422e-03 1.160365904602270737e+00
8.354907191599873773e-02 7.712635804107571824e-02 8.700706143831549166e-02 1.031972313344523863e-03 1.131621130815520931e-03 1.268968833708588803e-03 1.173485186570349281e+00
8.144730490530019407e-02 7.413112855667136625e-02 8.301736190534468596e-02 1.138239255251199608e-03 1.160149067127477481e-03 1.233913660572177797e-03 1.207124911464308559e+00
8.235443985491136543e-02 7.745397387450890514e-02 8.534602966957630099e-02 7.831356948631053305e-04 1.103985630345536003e-03 1.228232830629856888e-03 1.130541803955488422e+00
8.496897571179796993e-02 7.576620473219763952e-02 8.496154458465934867e-02 1.479209053990825258e-03 9.932271670954671925e-04 1.251453516666933222e-03 1.257678681750233896e+00
8.119319976757549684e-02 7.584517980400859449e-02 8.348928096206345573e-02 8.398443889950282099e-04 9.961764938615225162e-04 1.207841750523768213e-03 1.145996637851095512e+00
8.183485157305500635e-02 7.627557867638953826e-02 8.373508316965615206e-02 8.789790295658525890e-04 9.224749520509597199e-04 1.254412451220641685e-03 1.151080179304743822e+00
8.651305758911613519e-02 7.980675981589833989e-02 8.753349166720843233e-02 1.115390221105239110e-03 9.950362319884234041e-04 1.197850033930887050e-03 1.175124728625967174e+00
8.230851251571777438e-02 7.545915851423939946e-02 8.551730412352816224e-02 1.080606628872961099e-03 1.092161252621730956e-03 1.171140295762358383e-03 1.189777058840174373e+00
8.462706717611190310e-02 7.931089873095216458e-02 8.618348838298746373e-02 8.715218413188072569e-04 1.009691840682314622e-03 1.291194537146952200e-03 1.138551915087736344e+00
8.582488330965827583e-02 7.881119764344067524e-02 8.759789304426084111e-02 1.154705721122990109e-03 9.742064054024495963e-04 1.091254199095600735e-03 1.185906880315248157e+00
8.314037060730782025e-02 7.527976836021700591e-02 8.429316826211012692e-02 1.245277700352564500e-03 9.956225729052079094e-04 1.185773228269067702e-03 1.219740274624316667e+00
8.528938177632691686e-02 7.972899572861005812e-02 8.676227483553386466e-02 9.175658838953245147e-04 1.061468528566356789e-03 1.044237086680113551e-03 1.144345972290056634e+00
8.383826992501755559e-02 7.692938105933830317e-02 8.433031543011554332e-02 1.110725833847224682e-03 1.081778774014880221e-03 1.410169362344716694e-03 1.187681902180216520e+00
8.436863441779758610e-02 7.737660945297712700e-02 8.547783300394454220e-02 1.130926783085430681e-03 1.035189371884633709e-03 1.276548953290161615e-03 1.188892666875890347e+00
8.271400317858389195e-02 7.733761117807846919e-02 8.621141681088403952e-02 8.605002190951380192e-04 1.034138209033887623e-03 1.135983905873200151e-03 1.143869746551082978e+00
8.761821858434548638e-02 8.106281073889892719e-02 8.813644309891936757e-02 1.105772943003597610e-03 1.331692507896034029e-03 1.279821857687951257e-03 1.168276179215830934e+00
8.028470398429095323e-02 7.449894300067998187e-02 8.340576035173691283e-02 8.955411856266587076e-04 6.839701554694956748e-04 1.043679751889028517e-03 1.161356082677999169e+00
8.487619369626553389e-02 7.786864400707735334e-02 8.653715759010256747e-02 1.140442536865042197e-03 9.953148884885511423e-04 1.249705843205919193e-03 1.188082411062800769e+00
8.708163662043112707e-02 8.003437953758502088e-02 8.846192249524978402e-02 1.177709528526604300e-03 9.830940531187748986e-04 1.234496404606684385e-03 1.183859055144756978e+00
8.458150893895283184e-02 7.767662338901983043e-02 8.572469455692784124e-02 1.120373833270535066e-03 1.172769898640034503e-03 1.258738064898690069e-03 1.185687333701438639e+00
8.469791049588101806e-02 7.922467386267414979e-02 8.643876038632379577e-02 8.971870937211877395e-04 1.088734558551570286e-03 1.194027708158923061e-03 1.142942738288462934e+00
8.718148398518296704e-02 7.813460045262515807e-02 8.717269818769253498e-02 1.495595361967342121e-03 9.279569283914922270e-04 1.213011169381446970e-03 1.244978131741066418e+00
8.788284179491691328e-02 8.124589802153033002e-02 9.038703681925265576e-02 1.122497936625489051e-03 1.082819144601636710e-03 1.364891564232858590e-03 1.170052360455780205e+00
8.525176611374624125e-02 7.921503797900589228e-02 8.914946669982339034e-02 9.928413834975457347e-04 9.525366874609220939e-04 1.222908305805089132e-03 1.158221173599964127e+00
8.612877499739791942e-02 7.909242763773771667e-02 8.739318201207743608e-02 1.162553772921619266e-03 9.747640522186133650e-04 1.140066472735897863e-03 1.185841729401958755e+00
8.475722880771081880e-02 8.010535583847190610e-02 8.766970086368272574e-02 7.669198011544392513e-04 1.005610249957413155e-03 1.192858735589862225e-03 1.119516218362276883e+00
8.668184565733096092e-02 7.988776006465664326e-02 8.704755532897813508e-02 1.131688158413197975e-03 1.115787262654975706e-03 1.257285680772632407e-03 1.177323495148057564e+00
8.254625331429722712e-02 7.702569512576704081e-02 8.504552784508033481e-02 8.809262266205137790e-04 9.379092333232307531e-04 1.228231742073901444e-03 1.148480112237101336e+00
8.333641175152550762e-02 7.813727632436011372e-02 8.594648145532061967e-02 8.395235722303906814e-04 1.128904877462509355e-03 1.309696296853394247e-03 1.137504324658092703e+00
8.701179486448559763e-02 7.983491268558411125e-02 8.902806856101823374e-02 1.197439162024483902e-03 1.074972689029066652e-03 1.217120805548671308e-03 1.187874461276404281e+00
8.310411593044719769e-02 7.704597427703610557e-02 8.710713397274620629e-02 9.702119322834990012e-04 1.003207862119940641e-03 1.255678056115911486e-03 1.163443144382352079e+00
8.422643784100000697e-02 7.524911775258263935e-02 8.434647898502789509e-02 1.431663108841790301e-03 1.010211413204171191e-03 1.182794902805160090e-03 1.252835475050994685e+00
8.472079155807951678e-02 7.917739997483974612e-02 8.694727530156262651e-02 9.085518554518045090e-04 8.595120965532414151e-04 1.116714361662358686e-03 1.144926314123401401e+00
8.239547687897690043e-02 7.660495730017853611e-02 8.437504568882735201e-02 9.206951271518402924e-04 8.427287087932078822e-04 1.027305065315371442e-03 1.156892468077947544e+00
8.121508165013686942e-02 7.536242135716070267e-02 8.522863210540093659e-02 9.163949346241663171e-04 1.089831997449845031e-03 1.248520389079274149e-03 1.161351494592082423e+00
7.978429420637964120e-02 7.577542216619807813e-02 8.274041347097334242e-02 6.236189975446018718e-04 1.119719718167779291e-03 1.280689192022177025e-03 1.108608197875253332e+00
8.015487342627780620e-02 7.555186071378389157e-02 8.415818223007182075e-02 7.167200766676137813e-04 1.039638460623233630e-03 1.111574356529013933e-03 1.125562293704144512e+00
8.516308274514551580e-02 7.820797799189325994e-02 8.624695145137924179e-02 1.136262841076042009e-03 9.240619479334866984e-04 1.153951551520743636e-03 1.185770473876695874e+00
8.509200557580159918e-02 7.854285943206208709e-02 8.692596391092489994e-02 1.071668645147585974e-03 9.009189798923965091e-04 1.187850563286878573e-03 1.173718914921484835e+00
8.383474796636659898e-02 7.825190742463539184e-02 8.682267259562367889e-02 9.049039509905010617e-04 1.084434633221315449e-03 1.299040056920681063e-03 1.147778964638223931e+00
8.547585916623191837e-02 7.943960851847126081e-02 8.634413968052834232e-02 9.954710986375412199e-04 9.088090651021009077e-04 1.196769402011923621e-03 1.157744586936017672e+00
8.381886250590041276e-02 7.810751081716944821e-02 8.557899031699937875e-02 9.248184657287958008e-04 1.042851399950079803e-03 1.165037621552595260e-03 1.151590120223814573e+00
8.660199573693994068e-02 7.835275675896750947e-02 8.608614874334037659e-02 1.360751173891035573e-03 1.111746794057129773e-03 1.249554460432917864e-03 1.221651234827875188e+00
8.642967813903081054e-02 7.894219410119239499e-02 8.633285470612386825e-02 1.238219253706124290e-03 1.204278584373128912e-03 1.304519999304227336e-03 1.198691444432650632e+00
8.361045328637933816e-02 7.850918064022383014e-02 8.601751140283434016e-02 8.270164539545257418e-04 1.054053513503682609e-03 1.232399843360363441e-03 1.134175511762895328e+00
8.088929000464691044e-02 7.366061422119050961e-02 8.209596001232975782e-02 1.117191150012817290e-03 1.080168456079631367e-03 1.195104741560422011e-03 1.205900222011349499e+00
8.634601154363912012e-02 7.852826158441027216e-02 8.698044699424627157e-02 1.288945842024693568e-03 1.084665360691294605e-03 1.214333693946583956e-03 1.209017526057079017e+00
8.622261570643420525e-02 7.988616464313003096e-02 8.806016003185153374e-02 1.052540157870155563e-03 1.030743180072449553e-03 1.290705850181716758e-03 1.164928432901521038e+00
8.874387399148500610e-02 8.123083632453725889e-02 8.847436708663231064e-02 1.277026401032807339e-03 9.667423681349891079e-04 1.114265484754121526e-03 1.193534335955138470e+00
8.669013611618829607e-02 7.698978247637269789e-02 8.530524060754485216e-02 1.587753094084069436e-03 1.012381913343604655e-03 1.124817036666049498e-03 1.267865500441858195e+00
8.329487223420961595e-02 7.907764813572047691e-02 8.705297904662367969e-02 6.847613058364870886e-04 1.130277458070405886e-03 1.340586466280961273e-03 1.109504438512920910e+00
8.337004203288916893e-02 7.424731125594812020e-02 8.388151280644662311e-02 1.437900679828066006e-03 1.008045907503286659e-03 1.170705687232252625e-03 1.260835937216744362e+00
8.177214137736418809e-02 7.722282227961399514e-02 8.386862966102090478e-02 7.233188246107882108e-04 1.157236475790328432e-03 1.311775393701302946e-03 1.121293751404073946e+00
8.536711479963286775e-02 8.045850962236696102e-02 8.698029347322502880e-02 8.139725185611805872e-04 1.077604190616355618e-03 1.247426938378587338e-03 1.125737776207451413e+00
8.407464642551926159e-02 7.872954204619851681e-02 8.681223395981979563e-02 8.702053807719389161e-04 9.773065390968704944e-04 1.235264728034819520e-03 1.140393277837026265e+00
8.384694513743001787e-02 7.778532806057138205e-02 8.495093427847338896e-02 9.797529473884857704e-04 9.146894434503224664e-04 1.185244353619894012e-03 1.161927720876919423e+00
8.373292206450533293e-02 7.813731038160547093e-02 8.559590437678922525e-02 9.057629637891735294e-04 1.054546825537966718e-03 1.286806795258806655e-03 1.148353447342457256e+00
8.342909813087724669e-02 7.727038394777245578e-02 8.578176005170570773e-02 9.897021794953745830e-04 1.015636871307929552e-03 1.228587713701611434e-03 1.165759484039691873e+00
8.630310409345140488e-02 7.882997991432183493e-02 8.589438491220217908e-02 1.234060042872724833e-03 1.096617870204376908e-03 1.152787017948812527e-03 1.198588208914552977e+00
8.366709610432300492e-02 7.749484548322813082e-02 8.606055966415659952e-02 9.947318940606185086e-04 9.475576709313640903e-04 1.179086422677721145e-03 1.165638164626497941e+00
8.247098733867225251e-02 7.629101565381272987e-02 8.465885744026911686e-02 9.811446831251404224e-04 9.809710626981125135e-04 1.135809919703050039e-03 1.168572319044883789e+00
8.358578641152114574e-02 7.677586399984513699e-02 8.625900215235181301e-02 1.092050397109716429e-03 9.935050107676740745e-04 1.047188435476129010e-03 1.185264946831480204e+00
8.417325821715014589e-02 7.727611940044898375e-02 8.640917398415433326e-02 1.113538769298587361e-03 9.588966724939045191e-04 1.245786202205665652e-03 1.186472473849868425e+00
8.296152463895491158e-02 7.578991031467752215e-02 8.437089358101249048e-02 1.138504064913060422e-03 1.089449919777078866e-03 1.106666721808219605e-03 1.198203719065219941e+00
8.161508982737827878e-02 7.651943775714652174e-02 8.532712436765861608e-02 8.057985328612047443e-04 1.078065730292080294e-03 1.233651410384908019e-03 1.137620436733315366e+00
8.499941554789271214e-02 7.857992238966153564e-02 8.794934923303357466e-02 1.050096440718114275e-03 9.767790315643684086e-04 1.184118038708859748e-03 1.170061496079155772e+00
8.385864405023327195e-02 7.894094236670962106e-02 8.611579108861408538e-02 8.005998001995541166e-04 1.071961427170828405e-03 1.275836705562423835e-03 1.128472703819432210e+00
8.313765886350554801e-02 7.587800752592577247e-02 8.457419416411093849e-02 1.154398295200174257e-03 1.046843537105476840e-03 1.188348194630687530e-03 1.200504368925479515e+00
8.458724108202697600e-02 7.775253560901672356e-02 8.626507455643492306e-02 1.109544560237539154e-03 1.072435852804957783e-03 1.256534205195806216e-03 1.183533618403556975e+00
8.445208075362951872e-02 7.664549710359837287e-02 8.537131900623209924e-02 1.257621717359855111e-03 1.031404993869316144e-03 1.230911086349117641e-03 1.214080316342226684e+00
