sigma_18, sigma_D, sigma_17, diff1, diff2, diff2_17O, divis,
5.800780096350592607e-02 5.240864716573648274e-02 5.901186583827603555e-02 6.182386748790603091e-04 6.180875785979734810e-04 7.256093619032006562e-04 1.225086926426831813e+00
5.995472839576253959e-02 5.225810240722624650e-02 6.009133693610069216e-02 8.636601898055094526e-04 6.064883059953155367e-04 7.701618689877833164e-04 1.316253710871071458e+00
5.883944430801916342e-02 5.201027185449319523e-02 6.030721779012294254e-02 7.570118280982016980e-04 6.860103693226136425e-04 8.053002657332806536e-04 1.279849424195345975e+00
5.765859615680669209e-02 5.126053220161863599e-02 6.004955491588821054e-02 6.968715491805425703e-04 7.187077405445709390e-04 7.341581775748856229e-04 1.265207934081107322e+00
5.855191657806776279e-02 5.151958820146327472e-02 5.979261246731167045e-02 7.740589665166529472e-04 6.268402821755534671e-04 7.463786774946093655e-04 1.291628040468407068e+00
5.868062198079382341e-02 5.219370313745907292e-02 5.933844062876073022e-02 7.192327488516180728e-04 6.621641779098964755e-04 7.585390181701262341e-04 1.264017814514217797e+00
5.839598639258064550e-02 5.220074551042673539e-02 5.862716924316400957e-02 6.851733949181271384e-04 6.888517170459595908e-04 7.647215372788573624e-04 1.251447359957409633e+00
5.795671303330876545e-02 5.166286791493946567e-02 5.880687756567982982e-02 6.899286644288207988e-04 6.755695854923415627e-04 7.478915786897344636e-04 1.258492035673678400e+00
5.783258617829709763e-02 5.134184908639133349e-02 5.934390102846660159e-02 7.086225564603781078e-04 7.704923574258461987e-04 6.759330559418676556e-04 1.268826427598985118e+00
5.540475106655556869e-02 5.034996297863051501e-02 5.748080661480686748e-02 5.345676687975270229e-04 6.362326912131784128e-04 7.834700469699556807e-04 1.210864940417151869e+00
5.713175318648784640e-02 5.172025182830235213e-02 5.916250836693926624e-02 5.890527729787513843e-04 6.699413597508204572e-04 6.351285917242563937e-04 1.220207924258646992e+00
5.683507110318701538e-02 5.149133639770096110e-02 5.923606130473429293e-02 5.788675832831199908e-04 6.662442352405261413e-04 7.632070370252005184e-04 1.218328737023526065e+00
5.828070701993741387e-02 5.205632063053754199e-02 5.893835911562188279e-02 6.867802931544539531e-04 6.649586792978722915e-04 7.357041809236935636e-04 1.253437506726511774e+00
5.784061769112800594e-02 5.438558182053802176e-02 6.064705888242467174e-02 3.877455449327943046e-04 6.951095173518174889e-04 7.192819137756735091e-04 1.131092926471427784e+00
5.906768960685378905e-02 5.193891011548549402e-02 5.917459082697042877e-02 7.913415715071420511e-04 6.308343978332030515e-04 6.540884735915976226e-04 1.293344747786892457e+00
5.714527137566859788e-02 5.142753708750425617e-02 5.859075217548107700e-02 6.207904697121831815e-04 6.385374476263418111e-04 7.335694939443873413e-04 1.234721887556557984e+00
5.760071748774235612e-02 5.337889847861315012e-02 6.001578361957890517e-02 4.685358523126188779e-04 6.132439901420274741e-04 6.601697112937139796e-04 1.164438540579000092e+00
5.852017563121175020e-02 5.322582503729014758e-02 6.002524081619590307e-02 5.916225050076467928e-04 6.158446243940638451e-04 6.364858318118980091e-04 1.208833362811503997e+00
5.696678787236639230e-02 5.129062293387048194e-02 5.913013635798496093e-02 6.144869195507099077e-04 6.823377089206366947e-04 7.294726689561537069e-04 1.233580559955304246e+00
5.725560876449136555e-02 5.249340217062147679e-02 5.866387868129858962e-02 5.226474635458928583e-04 8.172422101321063018e-04 8.725457455483235595e-04 1.189670332372193551e+00
5.915409664531918327e-02 5.186518625127636839e-02 5.889606190027196764e-02 8.092096050441753216e-04 6.517536008540362634e-04 7.128872891769236653e-04 1.300821689069756371e+00
5.785253535845755191e-02 5.010256404552592552e-02 5.855109529802606655e-02 8.366489234655541916e-04 6.109228607112525584e-04 8.112204709173173774e-04 1.333290820783995523e+00
5.680990033684376467e-02 5.146380116584093473e-02 6.196129927254007130e-02 5.788419458449107179e-04 6.623097270151899430e-04 7.699902509178836035e-04 1.218552749175040084e+00
5.725218093128218999e-02 5.065258777822251313e-02 5.918044109073417741e-02 7.121275727577352360e-04 7.242907132951765517e-04 7.842392094849296716e-04 1.277558496184572512e+00
5.861820129654440187e-02 5.162251838719313785e-02 6.860020620825259263e-02 7.712091186061064037e-04 6.607864066665952675e-04 7.704079290946788759e-04 1.289396837350406555e+00
5.675968003137666501e-02 5.241607332784343348e-02 5.928484773193299501e-02 4.742165341543990581e-04 6.955870420310312227e-04 7.274487766274000903e-04 1.172602755831088750e+00
6.002038484227588400e-02 5.348912280219918908e-02 6.111992293664351289e-02 7.413603384661556460e-04 6.544509303634780950e-04 7.435613705287097159e-04 1.259118485629248330e+00
5.975714849805126988e-02 5.167163993747762168e-02 5.989544934779831437e-02 9.009584227898186602e-04 7.125508470466939076e-04 7.874066682401644184e-04 1.337442872376311653e+00
5.740508567432293235e-02 5.026034048479088162e-02 5.887790427420371009e-02 7.692420356292463575e-04 6.991701389653639988e-04 7.104189249316898193e-04 1.304517429906923986e+00
5.583530602697400064e-02 5.182571388539296969e-02 5.867815173926093503e-02 4.316767793952252033e-04 6.981751639643058805e-04 7.520820442515368425e-04 1.160719325706554894e+00
5.677254415629430506e-02 5.122533761087173787e-02 5.900793425857622093e-02 5.990865566305957589e-04 7.948722564394382220e-04 8.383726875094604835e-04 1.228307361724110036e+00
5.824571240904782843e-02 5.150553954027146941e-02 5.959333935888942724e-02 7.397424107030404171e-04 6.676510178271696534e-04 7.306883326608321029e-04 1.278851276174958862e+00
5.691855689856643169e-02 5.140858909434393997e-02 5.866022838771602077e-02 5.968790867442457133e-04 6.977724568323693914e-04 7.472501655424057141e-04 1.225847346726825826e+00
5.812980680494492930e-02 5.230803637750117141e-02 5.940092860430398747e-02 6.429437695102359004e-04 6.096340804625222359e-04 7.372192619140828735e-04 1.234982845167911458e+00
5.648874683861403179e-02 5.191987496528870788e-02 5.877323215379874621e-02 4.953051029858135910e-04 6.500401007809631683e-04 7.296210695079398357e-04 1.183740767694782647e+00
5.835120764505405400e-02 5.202288916652995920e-02 5.967031488354339330e-02 6.984824364031547682e-04 6.599607300723317081e-04 7.383300140013439620e-04 1.258087252725047511e+00
5.630713538791196071e-02 5.084896883164573278e-02 5.895300904105282847e-02 5.848758643509682949e-04 6.830634217397452612e-04 8.475173604621216283e-04 1.226203541190309831e+00
6.113058083372513440e-02 5.373588682535648114e-02 6.182332984714164481e-02 8.494023801610827047e-04 5.438011066119286018e-04 7.425838704687926428e-04 1.294160687850973712e+00
5.656742064255255303e-02 5.123851509605345522e-02 5.856419627493727326e-02 5.744876489029828240e-04 6.229467596095063535e-04 7.482587596721351113e-04 1.218820308249911610e+00
5.890149299911668496e-02 5.244218296302921578e-02 5.954746692902689736e-02 7.192033235971597750e-04 5.586314531663360249e-04 7.329286160720266050e-04 1.261511121350830988e+00
6.104288024159137266e-02 5.276914863235496883e-02 6.087488214404371267e-02 9.416501808056959751e-04 6.542388438465195901e-04 7.436859967894991459e-04 1.338165594195684927e+00
5.444656391851564192e-02 4.982011986031528727e-02 5.635540073676819500e-02 4.823839796368276783e-04 6.686475779630587837e-04 5.942278144700028492e-04 1.194349460765054882e+00
5.661074193043755948e-02 5.136872949258820820e-02 5.969061572732455717e-02 5.660297322318996911e-04 5.335767231761502725e-04 7.157382522121843484e-04 1.214507062419933225e+00
5.710281266326919930e-02 5.012554595322423617e-02 5.786350381854243191e-02 7.481608569476229896e-04 5.664215230236597587e-04 6.639601316778183946e-04 1.297767127129736853e+00
5.607510034981223052e-02 5.077627494432608579e-02 5.793727018531112660e-02 5.661867820197148161e-04 5.905375428749209347e-04 6.085000887591633136e-04 1.219602890614695845e+00
5.693297072397934810e-02 5.155970079099037734e-02 5.822413083441058818e-02 5.829604098010355423e-04 6.284583112685311656e-04 7.160069900811995769e-04 1.219289726040770461e+00
5.629601388411886731e-02 5.102684575015270507e-02 5.881262783803082456e-02 5.655021920310272093e-04 7.596572854226395785e-04 7.784761749193719067e-04 1.217188510372543053e+00
5.851354302053159151e-02 5.278152413562924722e-02 5.958926172936281074e-02 6.379454267355887109e-04 6.680750239336998193e-04 7.842102328922130302e-04 1.228991664890339619e+00
5.978104542681590694e-02 5.268053563876413242e-02 6.020622441077998210e-02 7.985345571359290205e-04 6.708893475303311527e-04 6.387970994434475931e-04 1.287735436320418314e+00
5.753505603663965073e-02 5.273789215237361522e-02 6.033918283466092186e-02 5.289974044638740859e-04 5.683443477148275580e-04 6.947150286616490551e-04 1.190198902076597509e+00
5.802824684638420438e-02 5.289374088326929957e-02 5.999412999042594286e-02 5.695296074384641541e-04 6.710916902456778507e-04 8.172140739092983042e-04 1.203567170144975496e+00
5.773167360110465635e-02 5.168938966167620219e-02 5.941517073912026825e-02 6.611531331878854612e-04 6.752833932283654975e-04 8.286240957143858801e-04 1.247456719999596952e+00
5.666844604295517146e-02 5.154723140008507509e-02 5.834933911993882283e-02 5.541957119094050727e-04 5.834269623272344543e-04 6.876437865226176947e-04 1.208570303208113428e+00
5.862763294073430193e-02 5.120366680267934845e-02 5.992095418945354857e-02 8.153838501936665900e-04 6.282981111549238145e-04 7.334060499060653148e-04 1.310999706900537021e+00
5.742852055071399203e-02 5.136523785497029010e-02 5.870329194372361781e-02 6.596473127461065407e-04 7.666092776153105330e-04 6.807985135844779340e-04 1.250019101731127069e+00
6.104405387277769823e-02 5.406974801922187490e-02 6.102839179405195741e-02 8.028388623604379958e-04 5.640168956154732521e-04 6.934662581389090157e-04 1.274612116633312864e+00
5.595136209938386673e-02 5.117549331685845859e-02 6.123174568182964544e-02 5.116238045525444908e-04 5.832730350333870366e-04 7.527004176517483906e-04 1.195355960828111686e+00
5.752758433409755484e-02 5.100844557625763137e-02 5.879611998472972223e-02 7.075614392106697841e-04 6.350038444413922236e-04 7.693959700802886423e-04 1.271944311310554854e+00
5.637631703081693452e-02 5.270971287104982833e-02 5.956015701337225715e-02 3.999752910106638137e-04 5.598688254193296071e-04 7.019945994813577310e-04 1.143963322845393815e+00
5.804055212380256762e-02 5.271860965900717483e-02 5.972019884143407037e-02 5.894538864570780801e-04 6.028598990648708061e-04 7.309182937762616697e-04 1.212090853203147134e+00
5.577114775285855336e-02 5.014929928771647005e-02 5.742816779706580443e-02 5.954687026222199933e-04 6.200169478833994106e-04 6.594204302352417186e-04 1.236771378045265379e+00
6.002917319335002860e-02 5.179129642433681624e-02 5.949045382271841986e-02 9.211632489636899582e-04 6.811441889513511570e-04 7.364466227061690481e-04 1.343417987084437382e+00
5.947967757547505813e-02 5.074482229870032335e-02 5.776402576128812638e-02 9.627950543557970038e-04 6.962286581838812195e-04 7.186158452626834449e-04 1.373895620935695394e+00
6.214809735367691351e-02 5.406443529336018433e-02 6.257250933601893328e-02 9.394228410921729930e-04 7.053176113297562498e-04 7.703719456334619979e-04 1.321394006190071524e+00
5.888201922219762907e-02 5.271932743691728346e-02 5.976003136026239448e-02 6.877647022823516268e-04 6.294023886630275861e-04 7.143260897580612718e-04 1.247457237729272528e+00
5.854464435210070261e-02 5.207085591059382179e-02 5.966002493661361900e-02 7.161013470521329291e-04 6.679004938392483831e-04 7.864230047281785306e-04 1.264110129306811992e+00
6.093187308756899123e-02 5.319328504945745190e-02 6.166175579809110574e-02 8.831675836067803299e-04 6.165826602575385975e-04 7.105865931195937254e-04 1.312125676336669100e+00
5.917984479459612035e-02 5.274084197178440653e-02 6.001206739808399859e-02 7.206576180197499411e-04 5.410216786648524342e-04 6.001645664147899984e-04 1.259080582265124093e+00
5.706179428828340311e-02 5.240863336488650603e-02 5.930647528705349641e-02 5.093835162232772037e-04 6.536914455673642271e-04 7.128532231546119225e-04 1.185455286255747476e+00
5.487380879060956701e-02 5.055308186769504747e-02 5.726438033532462585e-02 4.555208048665016288e-04 7.378554329007633479e-04 7.524729773685618576e-04 1.178243189104542177e+00
5.922044210121036462e-02 5.213310669240399375e-02 5.974452464440366262e-02 7.891999492612307952e-04 6.911052861237846224e-04 8.126026805594287411e-04 1.290375410458748373e+00
5.751966858089112289e-02 5.155298733740281553e-02 5.904833097293910038e-02 6.508017702451384008e-04 7.917118953517728215e-04 7.797738117904302229e-04 1.244873085089598597e+00
5.680984608937590663e-02 5.053160433581336403e-02 5.933968925205349021e-02 6.739155759473871958e-04 5.966593054818946978e-04 7.467431183794311653e-04 1.263924264707634304e+00
5.747942094323087864e-02 5.098692360759614350e-02 5.824734479396994485e-02 7.042174530022837255e-04 5.248262083552313354e-04 6.941068573138297346e-04 1.270887625696860646e+00
5.670229174559129892e-02 5.244407788167573803e-02 6.018743544037452597e-02 4.647685843428808923e-04 6.201921816987514095e-04 7.418918923526711959e-04 1.168983327337829614e+00
5.915144718749108105e-02 5.301380051736796772e-02 6.034369881275694625e-02 6.884306590792623783e-04 6.906352701382342547e-04 7.374314237192783946e-04 1.244952752619073122e+00
5.717975700700555358e-02 5.136067189410720851e-02 5.864759008310970606e-02 6.316059939660664986e-04 5.487993202474846606e-04 7.763555343844693495e-04 1.239433464624928094e+00
5.658384989739006360e-02 5.065519679273855491e-02 5.850804648846133493e-02 6.357831070992994889e-04 5.814765270785430705e-04 7.653764278745536168e-04 1.247776988742685056e+00
5.714215350366889934e-02 5.157232040016426766e-02 5.966096568364277070e-02 6.055214755796606459e-04 6.419693408004774034e-04 7.740402135576437189e-04 1.227664966810203095e+00
5.800634527966528481e-02 5.067129284544898832e-02 6.245519368186618070e-02 7.971561740744972577e-04 6.078995189779745970e-04 6.720627001360126055e-04 1.310469858519564212e+00
5.556257149939415607e-02 5.070970947608599566e-02 5.703793188686168830e-02 5.157247164762415736e-04 6.723435719976652127e-04 7.774858614701735853e-04 1.200556019268822938e+00
5.927393819881494885e-02 5.316095559275229449e-02 6.014111049311231944e-02 6.873125500623526903e-04 6.668516115705929847e-04 7.014504644192591813e-04 1.243202881416944239e+00
5.774102827637481866e-02 5.160744760249566521e-02 5.891362148356353579e-02 6.706976983687808203e-04 6.796346741241589794e-04 8.477785127249946092e-04 1.251826862922557293e+00
5.592149914572650676e-02 5.139457606441742710e-02 5.815509610052268380e-02 4.858116178643018777e-04 7.161747166142766853e-04 7.836690390988213699e-04 1.183921847304045594e+00
5.817933467003173764e-02 5.273925520675482731e-02 5.906121072243517706e-02 6.034059428843404835e-04 6.502269612955208916e-04 6.949211122865339490e-04 1.216940980430587738e+00
6.002685956285800511e-02 5.282227424680342037e-02 6.080433483404110162e-02 8.130312123745654998e-04 6.680760232653678004e-04 7.586183293330989522e-04 1.291388915546775484e+00
5.794971328311442765e-02 5.327526676212454571e-02 5.980441424244457155e-02 5.199152210196367543e-04 7.457015048240630672e-04 8.163617036658045922e-04 1.183181354495230098e+00
5.996948508349647655e-02 5.198545773376541529e-02 5.954809942110869669e-02 8.938513253905961721e-04 7.206233518604067932e-04 8.178385823020379534e-04 1.330751287820181039e+00
5.814191423686326105e-02 5.296079425643510780e-02 5.974361552136235598e-02 5.756364628543126326e-04 6.645307662105960373e-04 7.820850355244482553e-04 1.205229277693235623e+00
5.621996216441461913e-02 5.162750193027042939e-02 5.855824265287688096e-02 4.952851902081342218e-04 6.489771687517999861e-04 7.297455436653490276e-04 1.185820283742123893e+00
5.766074174567940164e-02 5.214410889417454148e-02 5.981376574977991661e-02 6.057530462944024467e-04 5.991146824464851570e-04 6.684811990539307400e-04 1.222784569120922482e+00
5.613967080314874458e-02 5.111537943840687576e-02 5.849198290105540182e-02 5.388806227536032875e-04 6.812992943066296415e-04 7.903340777277947536e-04 1.206247830715535319e+00
5.688639240235182637e-02 5.009937498552514967e-02 5.836445614500790358e-02 7.261142666140883717e-04 6.771969118229381442e-04 6.957554433438310976e-04 1.289294617948181010e+00
5.968566717260025828e-02 5.133935143073819346e-02 6.028852603641123020e-02 9.266498605095723276e-04 5.144936861783701819e-04 6.854303850868221325e-04 1.351572509402938937e+00
5.674289501315438883e-02 5.157944635618046808e-02 5.883418957558999435e-02 5.593168480637626845e-04 7.028747326711692108e-04 7.167590491840880899e-04 1.210234772475670573e+00
6.552815204866414833e-02 5.076461760338198126e-02 5.880806668170030643e-02 1.716892310495247813e-03 7.393387893898025224e-04 7.643994809296617877e-04 1.666224834064700122e+00
5.785362386928105671e-02 5.312949620353846908e-02 6.025518169857790179e-02 5.242984279664381943e-04 6.084109104941678916e-04 7.423826941386919278e-04 1.185740735103752330e+00
5.722848663710431577e-02 5.121760764695043600e-02 5.881412062167632598e-02 6.518563496962716426e-04 6.391598944422589032e-04 6.730431751654532280e-04 1.248492521252944965e+00
5.953356935712268705e-02 5.283523599710560764e-02 6.045371164993219165e-02 7.526837175294929377e-04 6.415352256367076039e-04 6.799409024184002856e-04 1.269628141382924458e+00
5.955189223093139417e-02 5.131091920393745370e-02 6.040966599801121661e-02 9.136174387314693716e-04 5.944535391951736398e-04 6.880341230145866011e-04 1.347012237750282893e+00
5.745027566886488218e-02 5.139432362164130658e-02 5.824270691692500640e-02 6.591576739025705248e-04 7.176613940323088147e-04 6.721170557872907644e-04 1.249550820858483124e+00
5.833291885369220470e-02 5.214849565506848167e-02 5.906785882849745900e-02 6.832638229047429713e-04 5.878939217705697346e-04 7.575633865182927924e-04 1.251249298073198624e+00
5.674735186159175077e-02 4.887824491725613341e-02 5.760196923587029838e-02 8.311791171120258385e-04 4.892919383106475928e-04 5.847588433925091523e-04 1.347907200202476341e+00
5.839080867580939693e-02 5.119272348926377086e-02 5.875618315458897012e-02 7.887915995667595798e-04 6.477691193546685888e-04 7.595711030825352469e-04 1.300985661495580592e+00
5.755201703700805332e-02 5.175647225111747879e-02 5.925075544309468811e-02 6.335022451473717835e-04 6.080140734917108009e-04 7.814783696462552836e-04 1.236493290798932110e+00
5.678097782489419099e-02 5.227632689391049914e-02 5.995072092461440488e-02 4.912650892321358473e-04 6.756917832414097375e-04 7.946007748300271947e-04 1.179765262356567979e+00
5.583241136183034192e-02 4.940128029857983327e-02 5.701504190660919291e-02 6.767716633377901352e-04 5.910674391822546073e-04 6.939478624967337439e-04 1.277310144795242852e+00
5.682449530341494859e-02 5.252925929788510723e-02 5.931555387506035754e-02 4.697001841033787879e-04 7.066184615003138787e-04 7.920827830313259196e-04 1.170222975012223277e+00
6.009887992318043576e-02 5.356105605626543947e-02 5.970582531440696283e-02 7.430886421584516691e-04 6.905532339782767494e-04 6.658102168488271673e-04 1.259025404523602454e+00
5.786241873751710174e-02 5.212715821377877229e-02 5.897718336720573357e-02 6.308188787114464915e-04 7.154986711790802629e-04 7.823345434471198597e-04 1.232154220450242033e+00
5.965149551070493550e-02 5.348723743683220927e-02 6.053426631208054520e-02 6.974163480395860482e-04 6.965421768361235166e-04 8.090903933375299126e-04 1.243776472384905185e+00
5.793472728674989303e-02 5.178849114437016760e-02 5.927290622277978094e-02 6.743848107795750828e-04 6.645003013708107370e-04 6.666705003728465220e-04 1.251443992536327432e+00
6.030151850515494405e-02 5.389795309504168130e-02 6.099693313755928659e-02 7.312837861922307815e-04 6.004551806987963765e-04 7.483200837473183431e-04 1.251733723821450539e+00
5.852228785375918063e-02 5.393782283961975205e-02 6.050400947189962797e-02 5.155694429600432213e-04 6.408532699546720451e-04 8.176183090397476675e-04 1.177214945071960894e+00
5.918057476778481457e-02 5.396187643986811305e-02 6.093717761898315155e-02 5.904563209337752687e-04 6.345679188722665219e-04 7.664638316260719312e-04 1.202774663705444169e+00
6.075539440868664431e-02 5.201574041750049726e-02 5.966111665426340749e-02 9.855806985742776409e-04 7.403880641683209659e-04 7.886420048034894093e-04 1.364269341037550598e+00
6.025429901131714588e-02 5.292659408861551118e-02 6.052411591247246897e-02 8.293561875241440597e-04 6.433249716935706807e-04 6.954701957484778728e-04 1.296069175617543534e+00
5.610113891011524884e-02 5.129998786360159824e-02 5.857362904215861893e-02 5.156490322063759894e-04 6.606883075368462366e-04 6.759592369367441612e-04 1.195938456348517809e+00
5.885546297249171638e-02 5.351157115390126062e-02 6.140626964303407681e-02 6.004772743473060261e-04 6.567009110348162419e-04 6.973842419075572483e-04 1.209701323168034470e+00
5.666791338480717949e-02 5.089034839843678548e-02 5.856003792281996162e-02 6.214248472737309709e-04 6.343686351860165860e-04 7.209695547726214116e-04 1.239948349011434026e+00
5.874652421322444640e-02 5.448779530419734646e-02 6.123612613048953768e-02 4.822342700228558592e-04 6.113020882388191203e-04 7.516097521131170998e-04 1.162427514544120744e+00
6.110280595746009347e-02 5.254317635467426612e-02 5.994055798314355116e-02 9.727675144366198547e-04 6.906676365168701965e-04 7.559911990379743815e-04 1.352351733306337955e+00
5.872475715400364560e-02 5.324856999776501898e-02 6.070967187814035881e-02 6.131868959898213386e-04 6.496135304652305006e-04 7.500623785957596847e-04 1.216260382542801999e+00
5.740993758817378168e-02 5.150857018529519243e-02 5.877410227281210098e-02 6.427681313445278606e-04 6.265069057307356189e-04 7.577985356377185981e-04 1.242267605575848810e+00
5.936649283856492570e-02 5.257404208963697978e-02 5.937497490345003404e-02 7.603505703084596605e-04 6.610130329793421390e-04 7.800263752147082235e-04 1.275087678992369966e+00
5.725619161581762401e-02 5.099225896584705375e-02 5.886278358446613013e-02 6.780610039072150312e-04 7.202550799666875090e-04 7.081993052128520219e-04 1.260771583905431648e+00
5.509728008339608712e-02 4.928043253998179440e-02 5.691039529618249077e-02 6.071492412604985282e-04 5.547357236763226368e-04 7.441229897671945833e-04 1.250003699074661245e+00
5.882887828080561599e-02 5.271376867804965227e-02 5.985868577831005011e-02 6.820955115349140035e-04 6.832755042812212794e-04 7.518859320615760202e-04 1.245469229166675573e+00
5.812202470357423489e-02 5.211274378215582925e-02 5.964331552406806902e-02 6.624316911382726984e-04 5.997861293428447503e-04 7.461751304458741178e-04 1.243923263364910436e+00
5.797998121319921511e-02 5.352721608978687484e-02 5.945609517260864313e-02 4.965153591601949648e-04 5.742258608909035257e-04 7.360184600783524359e-04 1.173293939304266509e+00
5.843888129139204746e-02 5.084725910500884766e-02 5.880189020755498264e-02 8.296590880975062386e-04 6.919439439677954086e-04 7.743537364004833209e-04 1.320896204132264051e+00
5.998370720055958699e-02 5.147380200383773474e-02 5.937743243735905257e-02 9.484928367921746130e-04 7.290409779108255857e-04 6.215971481613136130e-04 1.357982304933026629e+00
5.899991300582911602e-02 5.277849347806572861e-02 6.119524204716256938e-02 6.954203608811769174e-04 5.322899399974685610e-04 6.743421574321354457e-04 1.249651065027668428e+00
6.084629722874396879e-02 5.294197880231443776e-02 6.080702405393000054e-02 8.994187669439444692e-04 6.711564200665213987e-04 6.658714337902329637e-04 1.320894006426879708e+00
5.756224195185169479e-02 5.275667312061808889e-02 5.913636759343183363e-02 5.301451397677677674e-04 7.218707299664860189e-04 8.033018812711630041e-04 1.190475877382282777e+00
5.708015144251721296e-02 5.192214485129624524e-02 5.842698434584068373e-02 5.622345627417108666e-04 6.762714397038468907e-04 7.842639263029301889e-04 1.208551006904475145e+00
6.021578252544119297e-02 5.304592874319165319e-02 6.088365182350309601e-02 8.120699089234624350e-04 6.556197107918998110e-04 7.213281152659659643e-04 1.288595332548669647e+00
5.835652403744515798e-02 5.286068477883417577e-02 5.968114075357087295e-02 6.112319024456432277e-04 5.720701523552294962e-04 7.291414688967197280e-04 1.218746163007679462e+00
6.007845839466514903e-02 5.360901607216620596e-02 6.182498760285158601e-02 7.354945588537368899e-04 7.295592434519196064e-04 7.676559937883456778e-04 1.255919743312956527e+00
5.924507238060586906e-02 5.272867586291900277e-02 6.083081699620719596e-02 7.296653431264512983e-04 6.659253416420988798e-04 7.667378547464847195e-04 1.262439975409081372e+00
6.018376862363646052e-02 5.233803744775075012e-02 6.041008844320904653e-02 8.828158418612485833e-04 6.379517367434602839e-04 6.830348988180629530e-04 1.322281406741604659e+00
5.794257256042656401e-02 5.194436523564670977e-02 5.855337921857733940e-02 6.591246351860349274e-04 5.833762785522423949e-04 7.417551805444305094e-04 1.244281544334064460e+00
5.784058601295585106e-02 5.178084544012583057e-02 5.913341297121515322e-02 6.642774358279436228e-04 6.409228647789491206e-04 7.449761742020848902e-04 1.247748610017821003e+00
5.793116983683788135e-02 5.090979770216145367e-02 5.853746390555088219e-02 7.642129365895513650e-04 6.408737281336563708e-04 7.391708209285200804e-04 1.294857135793349601e+00
5.656129806782932840e-02 5.071091093398744781e-02 5.890107318221323579e-02 6.275839513630262524e-04 6.260981000263522809e-04 7.020014539709305661e-04 1.244044489231260764e+00
5.674370744817117812e-02 5.144694283504872012e-02 5.824374232471487417e-02 5.730604078908662843e-04 6.010261896899259321e-04 7.980825149373789581e-04 1.216511644937358305e+00
5.642540604365704066e-02 5.138532662070441348e-02 5.878822786644934129e-02 5.433746552750947159e-04 6.468302586998944453e-04 7.757969711650473986e-04 1.205788515790589877e+00
5.750824819364212109e-02 5.303316754966475727e-02 5.986359204109577281e-02 4.946817499507272405e-04 7.056029425096504559e-04 7.557662019433654052e-04 1.175885790028303735e+00
5.809626784851873449e-02 5.201208734173574239e-02 5.960870906949426035e-02 6.699191082824842644e-04 6.335308371556584760e-04 7.472504053578238889e-04 1.247636010705923448e+00
5.820265864928727412e-02 5.249990047740309834e-02 5.928487358803574692e-02 6.313099237082245296e-04 5.916400837268562252e-04 7.323381433899413262e-04 1.229047552734228832e+00
5.680746448356269185e-02 5.024553099278253332e-02 5.756796806839417635e-02 7.024746363045665694e-04 7.019415719698547055e-04 7.806394228575086296e-04 1.278250381047970174e+00
5.890768076566560429e-02 5.274344247438313149e-02 5.977320613699458468e-02 6.882441291410066643e-04 5.830634412014833179e-04 6.741635105267896558e-04 1.247403347391851103e+00
5.754462889013776949e-02 5.188664179988400349e-02 5.994698931736933134e-02 6.191607168342084210e-04 5.891899195837324577e-04 6.134099299234213425e-04 1.229981164069053889e+00
5.740514295135336342e-02 5.068295226499094919e-02 5.838858709399916136e-02 7.265887869699638214e-04 7.170037451305888692e-04 6.985536940984551219e-04 1.282855665836657888e+00
5.764031694407400347e-02 5.176138382216111111e-02 5.948414203662773930e-02 6.431652822282227927e-04 6.533286200663121013e-04 6.990659025501223291e-04 1.240055044317317723e+00
5.729424381938467981e-02 5.240193742259331711e-02 6.014414119271210141e-02 5.366673291937137415e-04 6.123260069676165389e-04 6.796029231260283798e-04 1.195438656774917341e+00
5.771351791958814759e-02 5.231358747568683881e-02 5.886647841452836288e-02 5.941387160782831724e-04 5.625660565626117117e-04 7.962862367304207470e-04 1.217099511688290114e+00
5.883101824149258863e-02 5.279611196573796850e-02 6.079028345024586194e-02 6.736592686320940632e-04 6.392920560868999534e-04 6.845264550213556350e-04 1.241677604203885954e+00
5.819971162798136949e-02 5.134202705150144042e-02 5.859963519809669591e-02 7.512026918230839227e-04 7.206021838779982057e-04 7.765345570769649096e-04 1.284977854895739791e+00
5.806785688948156582e-02 5.336374691674497517e-02 6.067490349339391825e-02 5.241865187429030695e-04 6.726478720464687403e-04 7.168764143087818065e-04 1.184074324642854226e+00
5.735560281493519430e-02 5.135053457756653256e-02 5.906726748932660670e-02 6.527877728627461823e-04 6.615796222038532485e-04 7.533091167743301893e-04 1.247560911446129905e+00
5.595800178544127479e-02 5.102304770331521355e-02 5.871347000806338701e-02 5.279465668846686048e-04 6.354967565109362945e-04 6.771849973030449974e-04 1.202794969402240621e+00
5.713239758030998899e-02 5.150181745718437204e-02 5.855987071199302701e-02 6.116736518814698889e-04 7.103182946517500864e-04 8.046546130791611389e-04 1.230608155985823293e+00
5.675772514609479791e-02 5.102204336203335078e-02 5.845464743487153308e-02 6.181904549224302541e-04 6.892170342035284624e-04 6.967804172721386424e-04 1.237468823216968605e+00
5.778362358965691975e-02 5.179639171739329473e-02 5.955607503977419781e-02 6.560809602095068159e-04 7.452882651903441685e-04 7.190634996746171495e-04 1.244544793715952169e+00
5.535596254095406787e-02 5.143173370083505697e-02 5.740264838976248674e-02 4.190593573618972903e-04 5.829525895523718446e-04 8.073404765345583737e-04 1.158421169289537200e+00
