WH temperatures [deg C] from synthetic data. 
  T_18,    T_D,   T_17,  T_diff1_18D, T_diff2_18D, T_diff3_18D, T_diff1_17D, T_diff2_17D, T_division_18D, T_division_17D 
-2.923507e+01 -2.940663e+01 -2.871764e+01 -2.803887e+01 -2.882572e+01 -2.905398e+01 -2.492383e+01 -2.900000e+01 -3.520565e+01 -4.978510e+01 
-2.954046e+01 -2.945594e+01 -2.906453e+01 -3.016904e+01 -2.715436e+01 -2.905398e+01 -2.681019e+01 -2.925361e+01 -2.639787e+01 -4.169307e+01 
-3.029267e+01 -2.952798e+01 -2.941768e+01 -3.705365e+01 -2.995251e+01 -2.822430e+01 -2.874960e+01 -3.007810e+01 3.511117e+00 -3.317753e+01 
-2.976645e+01 -3.007928e+01 -2.948264e+01 -2.764000e+01 -2.861313e+01 -2.905398e+01 -2.618434e+01 -2.808685e+01 -4.040447e+01 -4.795838e+01 
-2.920145e+01 -2.923450e+01 -2.880657e+01 -2.895835e+01 -2.964509e+01 -2.946887e+01 -2.634542e+01 -2.814268e+01 -3.042064e+01 -4.256174e+01 
-2.812482e+01 -2.863069e+01 -2.830920e+01 -2.472547e+01 -2.951986e+01 -2.905398e+01 -2.641289e+01 -3.013727e+01 -4.482121e+01 -3.887508e+01 
-2.986296e+01 -2.918737e+01 -2.900846e+01 -3.570072e+01 -3.014268e+01 -3.032822e+01 -2.792865e+01 -2.704596e+01 -7.371951e-01 -3.507429e+01 
-2.883080e+01 -2.941226e+01 -2.858102e+01 -2.502898e+01 -3.136443e+01 -2.989945e+01 -2.410779e+01 -2.950183e+01 -4.763258e+01 -5.337776e+01 
-2.934091e+01 -3.005578e+01 -2.944365e+01 -2.480717e+01 -2.855538e+01 -2.822430e+01 -2.606662e+01 -2.772527e+01 -5.183342e+01 -4.834882e+01 
-3.045791e+01 -2.982154e+01 -2.917341e+01 -3.585174e+01 -2.792125e+01 -3.032822e+01 -2.561118e+01 -2.770327e+01 -3.368412e+00 -4.906198e+01 
-2.665721e+01 -2.755440e+01 -2.728435e+01 -2.093595e+01 -2.921058e+01 -2.863379e+01 -2.565249e+01 -2.794125e+01 -5.434564e+01 -3.630070e+01 
-2.876133e+01 -2.868855e+01 -2.851233e+01 -2.932114e+01 -2.976725e+01 -2.905398e+01 -2.744763e+01 -2.816326e+01 -2.598066e+01 -3.446915e+01 
-2.942567e+01 -2.959328e+01 -2.903798e+01 -2.823018e+01 -2.658190e+01 -2.781506e+01 -2.592727e+01 -2.724979e+01 -3.531673e+01 -4.640890e+01 
-2.855725e+01 -2.850186e+01 -2.844604e+01 -2.897279e+01 -3.099132e+01 -2.905398e+01 -2.810050e+01 -3.047512e+01 -2.649899e+01 -3.038166e+01 
-2.870275e+01 -2.885245e+01 -2.859474e+01 -2.762741e+01 -2.814328e+01 -3.032822e+01 -2.705892e+01 -3.031391e+01 -3.403393e+01 -3.718224e+01 
-3.014582e+01 -2.971937e+01 -2.922311e+01 -3.356168e+01 -2.599280e+01 -2.822430e+01 -2.643251e+01 -2.751774e+01 -1.295837e+01 -4.485936e+01 
-2.940587e+01 -2.897114e+01 -2.864312e+01 -3.294048e+01 -2.805752e+01 -2.905398e+01 -2.671981e+01 -2.853009e+01 -1.176546e+01 -3.938941e+01 
-2.899239e+01 -2.915760e+01 -2.897618e+01 -2.781467e+01 -2.930478e+01 -3.076113e+01 -2.788351e+01 -2.893291e+01 -3.484642e+01 -3.511253e+01 
-2.886767e+01 -2.845205e+01 -2.869825e+01 -3.226664e+01 -2.778432e+01 -2.946887e+01 -3.031571e+01 -2.658941e+01 -1.200225e+01 -1.958446e+01 
-2.851153e+01 -2.873323e+01 -2.848609e+01 -2.694593e+01 -2.802086e+01 -2.822430e+01 -2.701210e+01 -2.734160e+01 -3.625552e+01 -3.672176e+01 
-2.957896e+01 -2.999309e+01 -2.938505e+01 -2.681231e+01 -3.112528e+01 -2.946887e+01 -2.602549e+01 -2.731115e+01 -4.338461e+01 -4.818423e+01 
-2.928608e+01 -2.910152e+01 -2.875281e+01 -3.069462e+01 -3.103801e+01 -3.032822e+01 -2.671722e+01 -2.880800e+01 -2.226138e+01 -4.013307e+01 
-2.824301e+01 -2.793054e+01 -2.805039e+01 -3.075139e+01 -2.928637e+01 -2.989945e+01 -2.882283e+01 -2.910688e+01 -1.586475e+01 -2.372325e+01 
-2.910289e+01 -2.916685e+01 -2.859142e+01 -2.863243e+01 -3.030516e+01 -3.076113e+01 -2.535237e+01 -2.955808e+01 -3.142936e+01 -4.659833e+01 
-2.902947e+01 -2.931777e+01 -2.881202e+01 -2.703773e+01 -2.858096e+01 -3.032822e+01 -2.595238e+01 -2.723971e+01 -3.892626e+01 -4.477138e+01 
-2.850617e+01 -2.895924e+01 -2.862679e+01 -2.545031e+01 -2.779864e+01 -3.032822e+01 -2.667837e+01 -2.782994e+01 -4.358785e+01 -3.951101e+01 
-3.031612e+01 -3.051054e+01 -3.007877e+01 -2.897281e+01 -2.737497e+01 -2.946887e+01 -2.764310e+01 -2.628836e+01 -3.707574e+01 -4.382785e+01 
-2.739626e+01 -2.762329e+01 -2.770127e+01 -2.576623e+01 -2.822032e+01 -2.905398e+01 -2.820240e+01 -2.825141e+01 -3.536813e+01 -2.490689e+01 
-2.812714e+01 -2.822653e+01 -2.778445e+01 -2.740230e+01 -2.964333e+01 -2.863379e+01 -2.521175e+01 -2.887520e+01 -3.170152e+01 -4.201647e+01 
-2.884445e+01 -2.878473e+01 -2.858783e+01 -2.928373e+01 -2.872991e+01 -2.905398e+01 -2.739507e+01 -2.819002e+01 -2.665688e+01 -3.526304e+01 
-3.002408e+01 -2.974943e+01 -2.923007e+01 -3.214564e+01 -2.849334e+01 -2.989945e+01 -2.632162e+01 -2.888789e+01 -1.936493e+01 -4.552136e+01 
-2.934930e+01 -2.936948e+01 -2.836737e+01 -2.920130e+01 -2.733301e+01 -2.863379e+01 -2.310278e+01 -2.726283e+01 -3.008243e+01 -5.742395e+01 
-2.907566e+01 -2.861444e+01 -2.863996e+01 -3.287577e+01 -2.893188e+01 -2.822430e+01 -2.879902e+01 -2.909013e+01 -1.018013e+01 -2.774051e+01 
-2.908895e+01 -2.914461e+01 -2.844640e+01 -2.867955e+01 -2.696228e+01 -2.863379e+01 -2.458778e+01 -2.709916e+01 -3.111494e+01 -4.981233e+01 
-2.829719e+01 -2.871860e+01 -2.852762e+01 -2.542809e+01 -3.056851e+01 -3.076113e+01 -2.737715e+01 -2.827150e+01 -4.243162e+01 -3.496364e+01 
-2.809703e+01 -2.882410e+01 -2.787880e+01 -2.340994e+01 -3.093143e+01 -3.032822e+01 -2.283054e+01 -2.818067e+01 -5.111419e+01 -5.565721e+01 
-2.990022e+01 -3.033472e+01 -3.004742e+01 -2.702298e+01 -2.727770e+01 -2.863379e+01 -2.837288e+01 -2.729761e+01 -4.429908e+01 -3.946007e+01 
-2.935545e+01 -2.956645e+01 -2.912339e+01 -2.788151e+01 -2.522344e+01 -2.822430e+01 -2.659910e+01 -2.840944e+01 -3.670530e+01 -4.326141e+01 
-2.838505e+01 -2.846639e+01 -2.798953e+01 -2.779188e+01 -3.116402e+01 -3.032822e+01 -2.523942e+01 -2.990484e+01 -3.131757e+01 -4.322207e+01 
-2.800773e+01 -2.839490e+01 -2.847551e+01 -2.534165e+01 -2.740125e+01 -2.781506e+01 -2.900000e+01 -2.998553e+01 -4.110729e+01 -2.559682e+01 
-2.941084e+01 -2.929151e+01 -2.896712e+01 -3.030744e+01 -2.753427e+01 -2.946887e+01 -2.707297e+01 -2.898245e+01 -2.493388e+01 -3.958039e+01 
-2.888078e+01 -2.931881e+01 -2.890007e+01 -2.593946e+01 -2.908724e+01 -2.946887e+01 -2.649550e+01 -2.834785e+01 -4.345821e+01 -4.234641e+01 
-2.894795e+01 -2.902568e+01 -2.874891e+01 -2.837617e+01 -2.762871e+01 -2.989945e+01 -2.711327e+01 -2.893158e+01 -3.174075e+01 -3.790377e+01 
-2.839864e+01 -2.892874e+01 -2.847429e+01 -2.486760e+01 -3.063532e+01 -3.032822e+01 -2.586151e+01 -2.852783e+01 -4.578775e+01 -4.301837e+01 
-2.952486e+01 -2.919665e+01 -2.886979e+01 -3.210429e+01 -2.991035e+01 -3.032822e+01 -2.695555e+01 -2.995863e+01 -1.663234e+01 -3.958978e+01 
-2.941558e+01 -2.904561e+01 -2.892233e+01 -3.237223e+01 -2.845829e+01 -2.989945e+01 -2.817516e+01 -2.806775e+01 -1.465567e+01 -3.312151e+01 
-2.858728e+01 -2.897637e+01 -2.882077e+01 -2.593399e+01 -2.787192e+01 -2.863379e+01 -2.788815e+01 -2.815503e+01 -4.170249e+01 -3.406094e+01 
-2.955791e+01 -3.000302e+01 -2.916335e+01 -2.660117e+01 -3.221974e+01 -3.032822e+01 -2.468409e+01 -2.813948e+01 -4.430514e+01 -5.407108e+01 
-2.860429e+01 -2.833853e+01 -2.832057e+01 -3.070047e+01 -3.003612e+01 -2.989945e+01 -2.820829e+01 -2.852508e+01 -1.822128e+01 -2.894923e+01 
-2.793336e+01 -2.861315e+01 -2.822941e+01 -2.350789e+01 -3.051333e+01 -3.076113e+01 -2.598834e+01 -2.963657e+01 -4.964232e+01 -4.069331e+01 
-2.990744e+01 -2.981731e+01 -2.873525e+01 -3.057477e+01 -2.848040e+01 -2.905398e+01 -2.314776e+01 -2.932504e+01 -2.655934e+01 -5.962622e+01 
-2.853151e+01 -2.889327e+01 -2.807116e+01 -2.604672e+01 -2.967228e+01 -2.905398e+01 -2.360793e+01 -2.801778e+01 -4.081021e+01 -5.271537e+01 
-2.840123e+01 -2.827026e+01 -2.819976e+01 -2.939961e+01 -2.582827e+01 -2.822430e+01 -2.776310e+01 -2.591952e+01 -2.344304e+01 -3.064032e+01 
-2.757053e+01 -2.748933e+01 -2.734159e+01 -2.819260e+01 -2.943301e+01 -2.989945e+01 -2.642910e+01 -2.948510e+01 -2.451912e+01 -3.239819e+01 
-2.883620e+01 -2.902296e+01 -2.825454e+01 -2.752107e+01 -2.721641e+01 -2.822430e+01 -2.405828e+01 -2.942687e+01 -3.536829e+01 -5.147815e+01 
-2.803977e+01 -2.797952e+01 -2.785570e+01 -2.848914e+01 -2.944374e+01 -2.989945e+01 -2.709298e+01 -2.878306e+01 -2.579194e+01 -3.210291e+01 
-2.920858e+01 -2.950342e+01 -2.911075e+01 -2.719071e+01 -2.969331e+01 -2.905398e+01 -2.685283e+01 -2.760821e+01 -3.926061e+01 -4.176586e+01 
-2.910626e+01 -2.948862e+01 -2.928648e+01 -2.651972e+01 -3.100660e+01 -2.946887e+01 -2.808436e+01 -2.913671e+01 -4.196054e+01 -3.605242e+01 
-2.930846e+01 -2.923855e+01 -2.876276e+01 -2.981373e+01 -2.897851e+01 -2.822430e+01 -2.605121e+01 -2.865951e+01 -2.678800e+01 -4.390202e+01 
-2.786285e+01 -2.856600e+01 -2.774067e+01 -2.330007e+01 -2.951364e+01 -2.863379e+01 -2.324419e+01 -2.637481e+01 -5.022637e+01 -5.250225e+01 
-2.910690e+01 -2.915004e+01 -2.915114e+01 -2.878960e+01 -2.578412e+01 -2.863379e+01 -2.915798e+01 -2.856253e+01 -3.068300e+01 -2.911390e+01 
-2.830735e+01 -2.901907e+01 -2.862893e+01 -2.372650e+01 -2.802492e+01 -2.781506e+01 -2.636629e+01 -2.808626e+01 -5.084949e+01 -4.125606e+01 
-2.810564e+01 -2.918815e+01 -2.886845e+01 -2.154527e+01 -2.816569e+01 -2.863379e+01 -2.699430e+01 -2.858621e+01 -6.021242e+01 -3.936525e+01 
-2.972900e+01 -2.893054e+01 -2.883007e+01 -3.693144e+01 -2.961486e+01 -2.946887e+01 -2.822247e+01 -2.894751e+01 6.044453e+00 -3.224857e+01 
-2.956387e+01 -2.944111e+01 -2.915158e+01 -3.048476e+01 -2.846182e+01 -3.032822e+01 -2.745944e+01 -2.780288e+01 -2.495885e+01 -3.865774e+01 
-2.928442e+01 -2.986657e+01 -2.936577e+01 -2.549997e+01 -2.930163e+01 -3.032822e+01 -2.654717e+01 -3.058265e+01 -4.808195e+01 -4.516504e+01 
-2.807061e+01 -2.832256e+01 -2.849749e+01 -2.629011e+01 -2.810751e+01 -2.822430e+01 -2.962170e+01 -2.740328e+01 -3.683713e+01 -2.211862e+01 
-2.953754e+01 -2.988376e+01 -2.908108e+01 -2.719175e+01 -2.974519e+01 -3.032822e+01 -2.476547e+01 -2.804335e+01 -4.124485e+01 -5.307393e+01 
-3.022317e+01 -2.965208e+01 -2.952016e+01 -3.496958e+01 -2.865040e+01 -2.946887e+01 -2.872561e+01 -2.833216e+01 -6.312196e+00 -3.399410e+01 
-3.004730e+01 -2.938829e+01 -2.892760e+01 -3.570827e+01 -2.715713e+01 -2.946887e+01 -2.630133e+01 -2.752447e+01 -1.742938e+00 -4.360516e+01 
-2.833459e+01 -2.876268e+01 -2.862931e+01 -2.541377e+01 -2.959727e+01 -2.989945e+01 -2.780699e+01 -2.988969e+01 -4.272801e+01 -3.323753e+01 
-2.986535e+01 -2.997985e+01 -2.965013e+01 -2.905511e+01 -2.766190e+01 -2.863379e+01 -2.774478e+01 -2.797813e+01 -3.392660e+01 -4.038514e+01 
-2.926697e+01 -2.919240e+01 -2.894908e+01 -2.981300e+01 -2.640995e+01 -2.863379e+01 -2.749978e+01 -2.689981e+01 -2.654423e+01 -3.707920e+01 
-3.011427e+01 -2.993417e+01 -2.928206e+01 -3.147193e+01 -3.093795e+01 -3.076113e+01 -2.569996e+01 -2.799777e+01 -2.328813e+01 -4.929224e+01 
-2.839458e+01 -2.844860e+01 -2.801531e+01 -2.799827e+01 -2.707696e+01 -2.863379e+01 -2.549873e+01 -2.735523e+01 -3.035419e+01 -4.197035e+01 
-2.938995e+01 -2.965092e+01 -2.927371e+01 -2.758684e+01 -2.872947e+01 -3.032822e+01 -2.710125e+01 -2.854158e+01 -3.838157e+01 -4.146683e+01 
-2.964655e+01 -2.906784e+01 -2.907472e+01 -3.451627e+01 -2.879613e+01 -3.032822e+01 -2.911744e+01 -2.990291e+01 -5.284538e+00 -2.883327e+01 
-2.922102e+01 -2.951525e+01 -2.908833e+01 -2.720891e+01 -2.826231e+01 -2.822430e+01 -2.664646e+01 -2.815229e+01 -3.924675e+01 -4.276282e+01 
-2.998924e+01 -2.933905e+01 -2.880818e+01 -3.556493e+01 -2.927262e+01 -2.989945e+01 -2.581913e+01 -2.997689e+01 -2.122380e+00 -4.548141e+01 
-2.945416e+01 -2.905585e+01 -2.912775e+01 -3.265839e+01 -2.992609e+01 -2.989945e+01 -2.957433e+01 -2.822798e+01 -1.345286e+01 -2.656012e+01 
-2.923263e+01 -2.884818e+01 -2.818201e+01 -3.233757e+01 -2.814523e+01 -2.989945e+01 -2.446560e+01 -2.832226e+01 -1.377321e+01 -4.872032e+01 
-2.858454e+01 -2.873536e+01 -2.827579e+01 -2.750463e+01 -2.759766e+01 -2.946887e+01 -2.562904e+01 -2.984666e+01 -3.393234e+01 -4.298080e+01 
-2.913630e+01 -2.870951e+01 -2.862552e+01 -3.262141e+01 -3.111552e+01 -3.119822e+01 -2.810975e+01 -3.037711e+01 -1.179593e+01 -3.151781e+01 
-2.879906e+01 -2.911123e+01 -2.897872e+01 -2.665205e+01 -3.030205e+01 -3.076113e+01 -2.817423e+01 -2.891452e+01 -3.944964e+01 -3.350016e+01 
-2.965899e+01 -3.025201e+01 -2.948646e+01 -2.583404e+01 -3.009006e+01 -2.989945e+01 -2.536984e+01 -2.890296e+01 -4.872638e+01 -5.247488e+01 
-2.930455e+01 -2.899414e+01 -2.892725e+01 -3.175269e+01 -2.511188e+01 -2.822430e+01 -2.851174e+01 -2.752769e+01 -1.709538e+01 -3.122924e+01 
-2.983886e+01 -3.019490e+01 -2.974987e+01 -2.744221e+01 -2.892724e+01 -2.905398e+01 -2.723412e+01 -2.825902e+01 -4.183306e+01 -4.390983e+01 
-2.974197e+01 -2.936951e+01 -2.906771e+01 -3.270464e+01 -3.046135e+01 -2.905398e+01 -2.730148e+01 -2.700708e+01 -1.490098e+01 -3.897690e+01 
-2.889878e+01 -2.917803e+01 -2.855207e+01 -2.695728e+01 -3.183970e+01 -2.989945e+01 -2.505559e+01 -2.887839e+01 -3.853628e+01 -4.796275e+01 
-2.929750e+01 -2.947944e+01 -2.906902e+01 -2.801764e+01 -2.558921e+01 -2.905398e+01 -2.671342e+01 -2.652007e+01 -3.567705e+01 -4.226123e+01 
-2.846903e+01 -2.924019e+01 -2.895643e+01 -2.355952e+01 -2.977975e+01 -2.946887e+01 -2.727608e+01 -2.907378e+01 -5.265069e+01 -3.837694e+01 
-2.937912e+01 -2.873493e+01 -2.871493e+01 -3.492921e+01 -3.083439e+01 -3.032822e+01 -2.858612e+01 -2.869587e+01 -1.705927e+00 -2.941285e+01 
-3.015026e+01 -2.971918e+01 -2.938425e+01 -3.360713e+01 -2.868250e+01 -2.946887e+01 -2.744355e+01 -2.920803e+01 -1.275549e+01 -4.029387e+01 
-2.906845e+01 -2.833960e+01 -2.869406e+01 -3.557254e+01 -2.966815e+01 -3.076113e+01 -3.107969e+01 -2.795054e+01 3.082480e+00 -1.523580e+01 
-2.879900e+01 -2.862304e+01 -2.826627e+01 -3.016421e+01 -2.728516e+01 -2.905398e+01 -2.617388e+01 -2.823282e+01 -2.203009e+01 -3.991292e+01 
-3.001666e+01 -2.970346e+01 -2.955225e+01 -3.245952e+01 -3.014253e+01 -2.989945e+01 -2.864423e+01 -2.605865e+01 -1.774375e+01 -3.465868e+01 
-2.979283e+01 -3.010285e+01 -2.927949e+01 -2.768506e+01 -2.966725e+01 -2.946887e+01 -2.487884e+01 -2.880128e+01 -4.034013e+01 -5.377910e+01 
-2.785202e+01 -2.717186e+01 -2.733208e+01 -3.393675e+01 -2.892553e+01 -3.119822e+01 -2.837442e+01 -2.924902e+01 1.945019e+00 -2.147465e+01 
-2.884621e+01 -2.898272e+01 -2.900000e+01 -2.787588e+01 -2.616184e+01 -2.822430e+01 -2.909513e+01 -2.772649e+01 -3.366831e+01 -2.845155e+01 
-2.988892e+01 -2.947642e+01 -2.902343e+01 -3.319585e+01 -2.990260e+01 -3.076113e+01 -2.644020e+01 -2.796487e+01 -1.329733e+01 -4.347324e+01 
-2.871726e+01 -2.880651e+01 -2.833197e+01 -2.806196e+01 -2.843837e+01 -2.905398e+01 -2.560161e+01 -2.812075e+01 -3.196714e+01 -4.350454e+01 
-2.925969e+01 -2.931325e+01 -2.894828e+01 -2.887160e+01 -2.767023e+01 -2.989945e+01 -2.683253e+01 -2.888289e+01 -3.119221e+01 -4.079379e+01 
-2.992057e+01 -2.992474e+01 -2.900846e+01 -2.989031e+01 -2.904420e+01 -2.946887e+01 -2.417209e+01 -2.864915e+01 -3.007246e+01 -5.587422e+01 
-2.912638e+01 -2.933100e+01 -2.943764e+01 -2.769418e+01 -2.968239e+01 -3.032822e+01 -3.011056e+01 -2.825386e+01 -3.625620e+01 -2.562936e+01 
-2.905025e+01 -2.930472e+01 -2.906853e+01 -2.728103e+01 -2.708880e+01 -2.781506e+01 -2.766965e+01 -2.802347e+01 -3.784546e+01 -3.692502e+01 
-2.883145e+01 -2.866083e+01 -2.839675e+01 -3.014959e+01 -2.811580e+01 -2.905398e+01 -2.682465e+01 -2.864146e+01 -2.229171e+01 -3.717149e+01 
-2.916461e+01 -2.899676e+01 -2.906910e+01 -3.045349e+01 -2.946223e+01 -3.076113e+01 -2.951846e+01 -2.822725e+01 -2.274946e+01 -2.649412e+01 
-2.905011e+01 -2.942065e+01 -2.905236e+01 -2.653336e+01 -3.141756e+01 -2.905398e+01 -2.692177e+01 -2.855646e+01 -4.155026e+01 -4.099077e+01 
-3.007251e+01 -2.999523e+01 -2.995672e+01 -3.064158e+01 -2.758403e+01 -2.863379e+01 -2.970855e+01 -2.707172e+01 -2.721299e+01 -3.128544e+01 
-2.982741e+01 -2.973720e+01 -2.960767e+01 -3.049614e+01 -2.943349e+01 -2.989945e+01 -2.882923e+01 -2.910571e+01 -2.647487e+01 -3.400087e+01 
-2.927590e+01 -2.935164e+01 -2.846638e+01 -2.872863e+01 -2.719252e+01 -2.781506e+01 -2.373603e+01 -2.781838e+01 -3.199486e+01 -5.464239e+01 
-2.998102e+01 -3.041761e+01 -2.977075e+01 -2.709457e+01 -2.677368e+01 -2.822430e+01 -2.623884e+01 -2.827674e+01 -4.443670e+01 -4.958634e+01 
-2.967484e+01 -2.923525e+01 -2.900320e+01 -3.321988e+01 -2.760695e+01 -2.989945e+01 -2.761463e+01 -2.834065e+01 -1.193067e+01 -3.679677e+01 
-2.880669e+01 -2.983134e+01 -2.912816e+01 -2.261521e+01 -2.936005e+01 -2.946887e+01 -2.529210e+01 -2.804600e+01 -5.932958e+01 -5.051022e+01 
-3.006729e+01 -2.980329e+01 -2.961375e+01 -3.209978e+01 -2.931199e+01 -2.905398e+01 -2.848191e+01 -2.862128e+01 -1.985117e+01 -3.596213e+01 
-2.984987e+01 -2.965085e+01 -2.953228e+01 -3.136330e+01 -3.057686e+01 -3.032822e+01 -2.881729e+01 -2.800736e+01 -2.226000e+01 -3.356448e+01 
-2.830640e+01 -2.842679e+01 -2.829804e+01 -2.743485e+01 -2.933057e+01 -2.946887e+01 -2.751058e+01 -2.875880e+01 -3.261131e+01 -3.269911e+01 
-2.969027e+01 -2.994062e+01 -2.894735e+01 -2.796460e+01 -2.778701e+01 -2.946887e+01 -2.376345e+01 -2.912639e+01 -3.832052e+01 -5.769578e+01 
-2.891979e+01 -2.859589e+01 -2.873146e+01 -3.150145e+01 -2.909172e+01 -2.946887e+01 -2.959108e+01 -2.753344e+01 -1.609637e+01 -2.383876e+01 
-2.852899e+01 -2.876535e+01 -2.827750e+01 -2.685293e+01 -2.967004e+01 -2.905398e+01 -2.547179e+01 -3.026840e+01 -3.681978e+01 -4.385660e+01 
-2.941184e+01 -3.000465e+01 -2.934803e+01 -2.557342e+01 -2.932102e+01 -2.905398e+01 -2.574722e+01 -2.892501e+01 -4.849950e+01 -4.947276e+01 
-2.870323e+01 -2.845325e+01 -2.854495e+01 -3.066402e+01 -2.824791e+01 -2.989945e+01 -2.912862e+01 -3.097487e+01 -1.898090e+01 -2.526394e+01 
-2.917898e+01 -2.942066e+01 -2.933580e+01 -2.750506e+01 -2.794649e+01 -2.905398e+01 -2.881903e+01 -2.607638e+01 -3.751726e+01 -3.224550e+01 
-2.900498e+01 -2.926415e+01 -2.896023e+01 -2.720284e+01 -2.867620e+01 -2.905398e+01 -2.717892e+01 -2.772072e+01 -3.795917e+01 -3.894409e+01 
-2.955426e+01 -2.927777e+01 -2.872243e+01 -3.170752e+01 -2.869332e+01 -2.905398e+01 -2.559678e+01 -2.961023e+01 -1.878792e+01 -4.612714e+01 
-2.795201e+01 -2.800235e+01 -2.810626e+01 -2.757988e+01 -2.442179e+01 -2.905398e+01 -2.877252e+01 -2.767870e+01 -2.978441e+01 -2.436914e+01 
-3.037759e+01 -3.028480e+01 -2.964149e+01 -3.105999e+01 -3.537347e+01 -3.119822e+01 -2.612056e+01 -3.098341e+01 -2.693833e+01 -4.937484e+01 
-2.883743e+01 -2.909255e+01 -2.861737e+01 -2.706205e+01 -2.932603e+01 -2.989945e+01 -2.590032e+01 -2.806886e+01 -3.765003e+01 -4.375541e+01 
-2.812361e+01 -2.834947e+01 -2.800318e+01 -2.652018e+01 -2.952519e+01 -3.032822e+01 -2.596060e+01 -2.826904e+01 -3.602416e+01 -3.934777e+01 
-2.893483e+01 -2.915872e+01 -2.887958e+01 -2.736012e+01 -2.659117e+01 -2.822430e+01 -2.723212e+01 -2.795100e+01 -3.675630e+01 -3.811341e+01 
-2.889639e+01 -2.862539e+01 -2.864907e+01 -3.103009e+01 -2.783950e+01 -2.946887e+01 -2.879649e+01 -2.881140e+01 -1.829957e+01 -2.781476e+01 
-2.809161e+01 -2.900000e+01 -2.841332e+01 -2.242338e+01 -3.048002e+01 -2.946887e+01 -2.510995e+01 -2.855014e+01 -5.587790e+01 -4.674276e+01 
-2.786770e+01 -2.794094e+01 -2.739982e+01 -2.732838e+01 -2.793046e+01 -3.119822e+01 -2.428402e+01 -2.661804e+01 -3.052096e+01 -4.452915e+01 
-2.871550e+01 -2.862869e+01 -2.778647e+01 -2.936634e+01 -3.005180e+01 -2.989945e+01 -2.321322e+01 -2.841394e+01 -2.546937e+01 -5.297333e+01 
-2.843051e+01 -2.867068e+01 -2.834282e+01 -2.673879e+01 -2.966095e+01 -3.076113e+01 -2.641215e+01 -2.955405e+01 -3.679060e+01 -3.910219e+01 
-2.887679e+01 -2.832539e+01 -2.825462e+01 -3.355250e+01 -2.915825e+01 -2.989945e+01 -2.781659e+01 -2.882749e+01 -5.690578e+00 -3.070393e+01 
-2.825203e+01 -2.839926e+01 -2.845340e+01 -2.719151e+01 -2.742890e+01 -2.863379e+01 -2.879494e+01 -2.796990e+01 -3.348698e+01 -2.653095e+01 
-2.961046e+01 -2.938689e+01 -2.910091e+01 -3.132740e+01 -3.030546e+01 -3.032822e+01 -2.742447e+01 -2.834066e+01 -2.102052e+01 -3.851257e+01 
-2.934657e+01 -2.900000e+01 -2.880692e+01 -3.210596e+01 -2.723287e+01 -2.822430e+01 -2.765896e+01 -2.729949e+01 -1.558048e+01 -3.525193e+01 
-2.814601e+01 -2.841722e+01 -2.782463e+01 -2.623916e+01 -2.805176e+01 -2.946887e+01 -2.446376e+01 -2.849358e+01 -3.754020e+01 -4.636170e+01 
-2.942393e+01 -2.937979e+01 -2.843431e+01 -2.973511e+01 -2.919739e+01 -2.989945e+01 -2.342778e+01 -2.799085e+01 -2.779702e+01 -5.610567e+01 
-2.905173e+01 -3.001560e+01 -2.933048e+01 -2.318250e+01 -2.908327e+01 -2.863379e+01 -2.558992e+01 -2.896599e+01 -5.806183e+01 -5.022185e+01 
-2.888883e+01 -2.864157e+01 -2.848555e+01 -3.082507e+01 -3.172609e+01 -2.989945e+01 -2.753886e+01 -2.989685e+01 -1.927321e+01 -3.378278e+01 
-2.966105e+01 -2.953468e+01 -2.932108e+01 -3.060841e+01 -3.204452e+01 -2.989945e+01 -2.805417e+01 -3.123606e+01 -2.491922e+01 -3.645251e+01 
-3.005985e+01 -2.997513e+01 -2.904141e+01 -3.068485e+01 -2.782268e+01 -2.905398e+01 -2.412899e+01 -2.808440e+01 -2.691960e+01 -5.632981e+01 
-3.054974e+01 -2.982806e+01 -2.986323e+01 -3.681844e+01 -2.736992e+01 -2.822430e+01 -3.008057e+01 -2.766759e+01 9.066206e-01 -2.863015e+01 
-3.042217e+01 -2.990759e+01 -2.939250e+01 -3.461944e+01 -2.860369e+01 -2.989945e+01 -2.650165e+01 -2.997126e+01 -9.229977e+00 -4.559645e+01 
-2.874446e+01 -2.897520e+01 -2.871096e+01 -2.712377e+01 -3.054878e+01 -2.781506e+01 -2.714487e+01 -2.936294e+01 -3.677847e+01 -3.747547e+01 
-2.876588e+01 -2.885890e+01 -2.849239e+01 -2.810307e+01 -3.096253e+01 -3.119822e+01 -2.634999e+01 -2.889641e+01 -3.206524e+01 -4.043905e+01 
-2.918013e+01 -2.895998e+01 -2.852555e+01 -3.089064e+01 -2.790557e+01 -2.822430e+01 -2.602164e+01 -2.743388e+01 -2.066502e+01 -4.247526e+01 
-2.864245e+01 -2.855192e+01 -2.867959e+01 -2.932349e+01 -3.082045e+01 -2.989945e+01 -2.949084e+01 -2.877367e+01 -2.525279e+01 -2.407852e+01 
-2.918532e+01 -2.901000e+01 -2.892721e+01 -3.053541e+01 -2.855133e+01 -2.863379e+01 -2.841294e+01 -2.921037e+01 -2.246545e+01 -3.176826e+01 
