sigma_18, sigma_D, sigma_17,  diff1,  diff2, diff2_17O,  divis,  diff3 
8.219336e-02 7.833675e-02 8.587588e-02 6.191027e-04 9.775924e-04 1.184138e-03 1.100886e+00 9.865502e-04 
8.268529e-02 7.687112e-02 8.488929e-02 9.276891e-04 1.048343e-03 1.270169e-03 1.156991e+00 9.366065e-04 
8.352342e-02 7.566711e-02 8.423928e-02 1.250651e-03 9.968122e-04 1.070118e-03 1.218435e+00 9.366065e-04 
8.724706e-02 8.011372e-02 8.691006e-02 1.193841e-03 1.071384e-03 1.301460e-03 1.186008e+00 1.063898e-03 
8.276396e-02 7.561878e-02 8.510660e-02 1.131673e-03 9.695951e-04 1.251656e-03 1.197907e+00 9.366065e-04 
8.073575e-02 7.627211e-02 8.377169e-02 7.008266e-04 1.036772e-03 1.228850e-03 1.120470e+00 9.865502e-04 
8.125203e-02 7.702170e-02 8.557778e-02 6.695504e-04 1.134008e-03 1.291900e-03 1.112864e+00 9.865502e-04 
8.642564e-02 7.881885e-02 8.650007e-02 1.256980e-03 9.786716e-04 1.117210e-03 1.202334e+00 9.614162e-04 
8.178902e-02 7.534922e-02 8.337975e-02 1.011938e-03 1.100366e-03 1.256654e-03 1.178236e+00 1.037791e-03 
8.357598e-02 7.757872e-02 8.551199e-02 9.664859e-04 1.185416e-03 1.341832e-03 1.160587e+00 1.037791e-03 
8.105510e-02 7.547727e-02 8.449372e-02 8.731117e-04 9.022795e-04 1.255147e-03 1.153263e+00 9.121211e-04 
8.623989e-02 7.974266e-02 8.842356e-02 1.078427e-03 1.139432e-03 1.305267e-03 1.169594e+00 1.037791e-03 
8.320606e-02 7.627539e-02 8.451915e-02 1.105314e-03 1.031920e-03 1.213633e-03 1.189984e+00 9.366065e-04 
8.243867e-02 7.794022e-02 8.512619e-02 7.214565e-04 1.027830e-03 1.116295e-03 1.118765e+00 9.366065e-04 
8.370961e-02 7.666017e-02 8.508427e-02 1.130517e-03 1.060585e-03 1.243347e-03 1.192370e+00 1.063898e-03 
8.142306e-02 7.716232e-02 8.594262e-02 6.756917e-04 9.985923e-04 1.111186e-03 1.113485e+00 9.614162e-04 
8.301349e-02 7.797492e-02 8.496282e-02 8.111511e-04 9.598580e-04 1.237603e-03 1.133411e+00 9.614162e-04 
8.367405e-02 7.857365e-02 8.789786e-02 8.275280e-04 1.068961e-03 1.229569e-03 1.134038e+00 9.614162e-04 
8.565383e-02 7.890389e-02 8.760325e-02 1.110755e-03 1.104599e-03 1.120193e-03 1.178411e+00 9.865502e-04 
8.396867e-02 7.897919e-02 8.651184e-02 8.130258e-04 8.924888e-04 1.083902e-03 1.130340e+00 8.879600e-04 
8.499200e-02 7.781448e-02 8.542115e-02 1.168547e-03 9.381048e-04 1.186535e-03 1.192986e+00 9.121211e-04 
8.240164e-02 7.458998e-02 8.387357e-02 1.226365e-03 9.503176e-04 1.187375e-03 1.220424e+00 9.614162e-04 
8.346281e-02 7.815332e-02 8.557887e-02 8.580998e-04 1.279354e-03 1.291647e-03 1.140489e+00 1.063898e-03 
8.186745e-02 7.474877e-02 8.307999e-02 1.114901e-03 1.019785e-03 1.235254e-03 1.199539e+00 1.012008e-03 
8.215483e-02 7.707531e-02 8.514776e-02 8.088129e-04 9.290171e-04 1.333141e-03 1.136150e+00 1.012008e-03 
8.469070e-02 7.762052e-02 8.674011e-02 1.147570e-03 8.534921e-04 1.189160e-03 1.190470e+00 9.614162e-04 
8.348401e-02 7.676200e-02 8.514372e-02 1.077175e-03 1.244125e-03 1.372989e-03 1.182807e+00 1.012008e-03 
8.600981e-02 7.743959e-02 8.548947e-02 1.400798e-03 9.674747e-04 1.174963e-03 1.233587e+00 9.865502e-04 
8.323860e-02 7.890513e-02 8.623466e-02 7.026453e-04 9.080323e-04 1.202422e-03 1.112856e+00 9.366065e-04 
8.094946e-02 7.608241e-02 8.418319e-02 7.642817e-04 1.034802e-03 1.165208e-03 1.132034e+00 9.865502e-04 
8.417553e-02 8.006345e-02 8.629930e-02 6.753646e-04 9.743224e-04 1.258773e-03 1.105359e+00 9.121211e-04 
8.499217e-02 7.923155e-02 8.763313e-02 9.460313e-04 1.125393e-03 1.237236e-03 1.150699e+00 1.012008e-03 
8.134226e-02 7.612682e-02 8.367477e-02 8.212711e-04 9.472822e-04 1.411672e-03 1.141713e+00 9.614162e-04 
8.200388e-02 7.500529e-02 8.450155e-02 1.098843e-03 9.743776e-04 1.194763e-03 1.195322e+00 9.865502e-04 
8.793214e-02 8.356755e-02 9.060527e-02 7.485263e-04 1.019890e-03 1.162230e-03 1.107184e+00 8.879600e-04 
8.484965e-02 7.818630e-02 8.536105e-02 1.086366e-03 1.202915e-03 1.276100e-03 1.177711e+00 1.063898e-03 
8.171929e-02 7.677059e-02 8.528390e-02 7.843200e-04 9.612319e-04 1.257672e-03 1.133077e+00 9.121211e-04 
8.524636e-02 7.869324e-02 8.742717e-02 1.074315e-03 1.049782e-03 1.245748e-03 1.173483e+00 1.012008e-03 
8.359792e-02 7.723609e-02 8.551445e-02 1.023197e-03 1.099818e-03 1.188833e-03 1.171522e+00 9.614162e-04 
8.162574e-02 7.550371e-02 8.532987e-02 9.619511e-04 1.012608e-03 1.205817e-03 1.168739e+00 9.865502e-04 
8.399893e-02 7.718534e-02 8.402133e-02 1.098244e-03 9.734483e-04 1.235644e-03 1.184344e+00 9.366065e-04 
8.423094e-02 7.726048e-02 8.514523e-02 1.125669e-03 1.138629e-03 1.253178e-03 1.188580e+00 1.090329e-03 
8.489426e-02 7.912118e-02 8.722449e-02 9.468750e-04 1.070851e-03 1.206376e-03 1.151254e+00 1.012008e-03 
8.388219e-02 7.814575e-02 8.514347e-02 9.294640e-04 9.869574e-04 1.237658e-03 1.152203e+00 9.121211e-04 
8.423138e-02 7.692941e-02 8.519497e-02 1.176791e-03 8.760432e-04 1.212552e-03 1.198845e+00 1.012008e-03 
8.117784e-02 7.530614e-02 8.246123e-02 9.188274e-04 1.105499e-03 1.327927e-03 1.162022e+00 1.037791e-03 
8.190136e-02 7.603151e-02 8.350762e-02 9.270418e-04 9.887213e-04 1.172643e-03 1.160366e+00 9.614162e-04 
8.354907e-02 7.712636e-02 8.700706e-02 1.031972e-03 1.131621e-03 1.268969e-03 1.173485e+00 1.090329e-03 
8.144730e-02 7.413113e-02 8.301736e-02 1.138239e-03 1.160149e-03 1.233914e-03 1.207125e+00 1.063898e-03 
8.235444e-02 7.745397e-02 8.534603e-02 7.831357e-04 1.103986e-03 1.228233e-03 1.130542e+00 9.614162e-04 
8.496898e-02 7.576620e-02 8.496154e-02 1.479209e-03 9.932272e-04 1.251454e-03 1.257679e+00 9.865502e-04 
8.119320e-02 7.584518e-02 8.348928e-02 8.398444e-04 9.961765e-04 1.207842e-03 1.145997e+00 1.012008e-03 
8.183485e-02 7.627558e-02 8.373508e-02 8.789790e-04 9.224750e-04 1.254412e-03 1.151080e+00 9.366065e-04 
8.651306e-02 7.980676e-02 8.753349e-02 1.115390e-03 9.950362e-04 1.197850e-03 1.175125e+00 9.865502e-04 
8.230851e-02 7.545916e-02 8.551730e-02 1.080607e-03 1.092161e-03 1.171140e-03 1.189777e+00 9.865502e-04 
8.462707e-02 7.931090e-02 8.618349e-02 8.715218e-04 1.009692e-03 1.291195e-03 1.138552e+00 9.865502e-04 
8.582488e-02 7.881120e-02 8.759789e-02 1.154706e-03 9.742064e-04 1.091254e-03 1.185907e+00 1.012008e-03 
8.314037e-02 7.527977e-02 8.429317e-02 1.245278e-03 9.956226e-04 1.185773e-03 1.219740e+00 1.012008e-03 
8.528938e-02 7.972900e-02 8.676227e-02 9.175659e-04 1.061469e-03 1.044237e-03 1.144346e+00 9.614162e-04 
8.383827e-02 7.692938e-02 8.433032e-02 1.110726e-03 1.081779e-03 1.410169e-03 1.187682e+00 1.012008e-03 
8.436863e-02 7.737661e-02 8.547783e-02 1.130927e-03 1.035189e-03 1.276549e-03 1.188893e+00 1.012008e-03 
8.271400e-02 7.733761e-02 8.621142e-02 8.605002e-04 1.034138e-03 1.135984e-03 1.143870e+00 1.012008e-03 
8.761822e-02 8.106281e-02 8.813644e-02 1.105773e-03 1.331693e-03 1.279822e-03 1.168276e+00 1.012008e-03 
8.028470e-02 7.449894e-02 8.340576e-02 8.955412e-04 6.839702e-04 1.043680e-03 1.161356e+00 8.879600e-04 
8.487619e-02 7.786864e-02 8.653716e-02 1.140443e-03 9.953149e-04 1.249706e-03 1.188082e+00 9.614162e-04 
8.708164e-02 8.003438e-02 8.846192e-02 1.177710e-03 9.830941e-04 1.234496e-03 1.183859e+00 9.366065e-04 
8.458151e-02 7.767662e-02 8.572469e-02 1.120374e-03 1.172770e-03 1.258738e-03 1.185687e+00 1.063898e-03 
8.469791e-02 7.922467e-02 8.643876e-02 8.971871e-04 1.088735e-03 1.194028e-03 1.142943e+00 9.865502e-04 
8.718148e-02 7.813460e-02 8.717270e-02 1.495595e-03 9.279569e-04 1.213011e-03 1.244978e+00 9.865502e-04 
8.788284e-02 8.124590e-02 9.038704e-02 1.122498e-03 1.082819e-03 1.364892e-03 1.170052e+00 8.879600e-04 
8.525177e-02 7.921504e-02 8.914947e-02 9.928414e-04 9.525367e-04 1.222908e-03 1.158221e+00 9.614162e-04 
8.612877e-02 7.909243e-02 8.739318e-02 1.162554e-03 9.747641e-04 1.140066e-03 1.185842e+00 9.121211e-04 
8.475723e-02 8.010536e-02 8.766970e-02 7.669198e-04 1.005610e-03 1.192859e-03 1.119516e+00 9.614162e-04 
8.668185e-02 7.988776e-02 8.704756e-02 1.131688e-03 1.115787e-03 1.257286e-03 1.177323e+00 1.037791e-03 
8.254625e-02 7.702570e-02 8.504553e-02 8.809262e-04 9.379092e-04 1.228232e-03 1.148480e+00 9.366065e-04 
8.333641e-02 7.813728e-02 8.594648e-02 8.395236e-04 1.128905e-03 1.309696e-03 1.137504e+00 1.063898e-03 
8.701179e-02 7.983491e-02 8.902807e-02 1.197439e-03 1.074973e-03 1.217121e-03 1.187874e+00 9.865502e-04 
8.310412e-02 7.704597e-02 8.710713e-02 9.702119e-04 1.003208e-03 1.255678e-03 1.163443e+00 9.614162e-04 
8.422644e-02 7.524912e-02 8.434648e-02 1.431663e-03 1.010211e-03 1.182795e-03 1.252835e+00 1.037791e-03 
8.472079e-02 7.917740e-02 8.694728e-02 9.085519e-04 8.595121e-04 1.116714e-03 1.144926e+00 9.614162e-04 
8.239548e-02 7.660496e-02 8.437505e-02 9.206951e-04 8.427287e-04 1.027305e-03 1.156892e+00 9.614162e-04 
8.121508e-02 7.536242e-02 8.522863e-02 9.163949e-04 1.089832e-03 1.248520e-03 1.161351e+00 1.012008e-03 
7.978429e-02 7.577542e-02 8.274041e-02 6.236190e-04 1.119720e-03 1.280689e-03 1.108608e+00 1.063898e-03 
8.015487e-02 7.555186e-02 8.415818e-02 7.167201e-04 1.039638e-03 1.111574e-03 1.125562e+00 9.614162e-04 
8.516308e-02 7.820798e-02 8.624695e-02 1.136263e-03 9.240619e-04 1.153952e-03 1.185770e+00 1.090329e-03 
8.509201e-02 7.854286e-02 8.692596e-02 1.071669e-03 9.009190e-04 1.187851e-03 1.173719e+00 8.879600e-04 
8.383475e-02 7.825191e-02 8.682267e-02 9.049040e-04 1.084435e-03 1.299040e-03 1.147779e+00 1.063898e-03 
8.547586e-02 7.943961e-02 8.634414e-02 9.954711e-04 9.088091e-04 1.196769e-03 1.157745e+00 9.614162e-04 
8.381886e-02 7.810751e-02 8.557899e-02 9.248185e-04 1.042851e-03 1.165038e-03 1.151590e+00 1.037791e-03 
8.660200e-02 7.835276e-02 8.608615e-02 1.360751e-03 1.111747e-03 1.249554e-03 1.221651e+00 1.037791e-03 
8.642968e-02 7.894219e-02 8.633285e-02 1.238219e-03 1.204279e-03 1.304520e-03 1.198691e+00 1.117085e-03 
8.361045e-02 7.850918e-02 8.601751e-02 8.270165e-04 1.054054e-03 1.232400e-03 1.134176e+00 1.063898e-03 
8.088929e-02 7.366061e-02 8.209596e-02 1.117191e-03 1.080168e-03 1.195105e-03 1.205900e+00 1.037791e-03 
8.634601e-02 7.852826e-02 8.698045e-02 1.288946e-03 1.084665e-03 1.214334e-03 1.209018e+00 1.063898e-03 
8.622262e-02 7.988616e-02 8.806016e-02 1.052540e-03 1.030743e-03 1.290706e-03 1.164928e+00 9.865502e-04 
8.874387e-02 8.123084e-02 8.847437e-02 1.277026e-03 9.667424e-04 1.114265e-03 1.193534e+00 1.063898e-03 
8.669014e-02 7.698978e-02 8.530524e-02 1.587753e-03 1.012382e-03 1.124817e-03 1.267866e+00 1.037791e-03 
8.329487e-02 7.907765e-02 8.705298e-02 6.847613e-04 1.130277e-03 1.340586e-03 1.109504e+00 8.641232e-04 
8.337004e-02 7.424731e-02 8.388151e-02 1.437901e-03 1.008046e-03 1.170706e-03 1.260836e+00 9.121211e-04 
8.177214e-02 7.722282e-02 8.386863e-02 7.233188e-04 1.157236e-03 1.311775e-03 1.121294e+00 1.037791e-03 
8.536711e-02 8.045851e-02 8.698029e-02 8.139725e-04 1.077604e-03 1.247427e-03 1.125738e+00 1.012008e-03 
8.407465e-02 7.872954e-02 8.681223e-02 8.702054e-04 9.773065e-04 1.235265e-03 1.140393e+00 9.366065e-04 
8.384695e-02 7.778533e-02 8.495093e-02 9.797529e-04 9.146894e-04 1.185244e-03 1.161928e+00 9.366065e-04 
8.373292e-02 7.813731e-02 8.559590e-02 9.057630e-04 1.054547e-03 1.286807e-03 1.148353e+00 9.865502e-04 
8.342910e-02 7.727038e-02 8.578176e-02 9.897022e-04 1.015637e-03 1.228588e-03 1.165759e+00 9.614162e-04 
8.630310e-02 7.882998e-02 8.589438e-02 1.234060e-03 1.096618e-03 1.152787e-03 1.198588e+00 1.117085e-03 
8.366710e-02 7.749485e-02 8.606056e-02 9.947319e-04 9.475577e-04 1.179086e-03 1.165638e+00 1.037791e-03 
8.247099e-02 7.629102e-02 8.465886e-02 9.811447e-04 9.809711e-04 1.135810e-03 1.168572e+00 1.012008e-03 
8.358579e-02 7.677586e-02 8.625900e-02 1.092050e-03 9.935050e-04 1.047188e-03 1.185265e+00 9.865502e-04 
8.417326e-02 7.727612e-02 8.640917e-02 1.113539e-03 9.588967e-04 1.245786e-03 1.186472e+00 9.865502e-04 
8.296152e-02 7.578991e-02 8.437089e-02 1.138504e-03 1.089450e-03 1.106667e-03 1.198204e+00 1.117085e-03 
8.161509e-02 7.651944e-02 8.532712e-02 8.057985e-04 1.078066e-03 1.233651e-03 1.137620e+00 9.614162e-04 
8.499942e-02 7.857992e-02 8.794935e-02 1.050096e-03 9.767790e-04 1.184118e-03 1.170061e+00 1.012008e-03 
8.385864e-02 7.894094e-02 8.611579e-02 8.005998e-04 1.071961e-03 1.275837e-03 1.128473e+00 1.012008e-03 
8.313766e-02 7.587801e-02 8.457419e-02 1.154398e-03 1.046844e-03 1.188348e-03 1.200504e+00 1.063898e-03 
8.458724e-02 7.775254e-02 8.626507e-02 1.109545e-03 1.072436e-03 1.256534e-03 1.183534e+00 9.865502e-04 
8.445208e-02 7.664550e-02 8.537132e-02 1.257622e-03 1.031405e-03 1.230911e-03 1.214080e+00 9.614162e-04 
8.612038e-02 8.110520e-02 8.767882e-02 8.386661e-04 9.892527e-04 1.234809e-03 1.127495e+00 1.012008e-03 
8.056995e-02 7.578690e-02 8.364419e-02 7.478613e-04 9.189817e-04 1.202447e-03 1.130207e+00 1.012008e-03 
8.437376e-02 7.484200e-02 8.613273e-02 1.517606e-03 1.037045e-03 1.195440e-03 1.270937e+00 1.037791e-03 
7.943950e-02 7.407917e-02 8.305277e-02 8.229107e-04 9.945918e-04 1.017350e-03 1.149955e+00 1.063898e-03 
8.490707e-02 7.702751e-02 8.678712e-02 1.275974e-03 1.244178e-03 1.320028e-03 1.215055e+00 1.063898e-03 
8.490952e-02 7.762790e-02 8.724798e-02 1.183537e-03 9.853660e-04 1.163068e-03 1.196402e+00 1.012008e-03 
8.480392e-02 7.852491e-02 8.705252e-02 1.025543e-03 9.503817e-04 1.243312e-03 1.166318e+00 9.614162e-04 
8.546735e-02 7.862199e-02 8.717520e-02 1.123250e-03 1.154298e-03 1.292465e-03 1.181714e+00 1.090329e-03 
8.292199e-02 7.757188e-02 8.624618e-02 8.586594e-04 1.005360e-03 1.109890e-03 1.142696e+00 9.865502e-04 
8.549978e-02 7.829317e-02 8.700022e-02 1.180393e-03 8.161036e-04 1.169553e-03 1.192566e+00 1.090329e-03 
8.507164e-02 7.784166e-02 8.804965e-02 1.177859e-03 1.040376e-03 1.114215e-03 1.194388e+00 1.012008e-03 
8.303529e-02 7.697856e-02 8.415361e-02 9.691608e-04 1.010091e-03 1.254173e-03 1.163552e+00 9.614162e-04 
8.212861e-02 7.697740e-02 8.613197e-02 8.195882e-04 1.039914e-03 1.217451e-03 1.138315e+00 9.614162e-04 
8.172305e-02 7.496449e-02 8.416248e-02 1.058981e-03 1.000354e-03 1.177391e-03 1.188442e+00 9.865502e-04 
8.360852e-02 8.014031e-02 8.733153e-02 5.679158e-04 1.008796e-03 1.218110e-03 1.088426e+00 9.865502e-04 
8.668867e-02 8.012815e-02 8.803974e-02 1.094406e-03 1.010516e-03 1.200101e-03 1.170454e+00 1.012008e-03 
8.625967e-02 7.899291e-02 8.778328e-02 1.200851e-03 9.867230e-04 1.209390e-03 1.192448e+00 9.366065e-04 
8.604493e-02 7.952674e-02 8.834266e-02 1.079228e-03 9.639577e-04 1.093281e-03 1.170642e+00 8.879600e-04 
8.507454e-02 7.717700e-02 8.629157e-02 1.281387e-03 1.105272e-03 1.193571e-03 1.215132e+00 9.865502e-04 
8.645850e-02 7.756936e-02 8.692270e-02 1.458066e-03 9.190758e-04 1.277586e-03 1.242324e+00 1.012008e-03 
8.646457e-02 7.857609e-02 8.673108e-02 1.301920e-03 1.066915e-03 1.212420e-03 1.210865e+00 1.012008e-03 
8.275191e-02 7.707435e-02 8.477483e-02 9.074227e-04 8.818913e-04 1.163613e-03 1.152753e+00 9.865502e-04 
8.474481e-02 7.804468e-02 8.599019e-02 1.090710e-03 1.110208e-03 1.345787e-03 1.179070e+00 1.012008e-03 
8.806715e-02 8.008913e-02 8.958352e-02 1.341555e-03 1.025242e-03 1.211405e-03 1.209152e+00 9.614162e-04 
8.479985e-02 7.779345e-02 8.588376e-02 1.139195e-03 1.042037e-03 1.124348e-03 1.188240e+00 9.865502e-04 
8.525854e-02 7.833019e-02 8.487390e-02 1.133400e-03 1.063827e-03 1.196969e-03 1.184725e+00 1.012008e-03 
8.099171e-02 7.774687e-02 8.626974e-02 5.150805e-04 1.006467e-03 1.309677e-03 1.085214e+00 9.366065e-04 
8.803625e-02 8.213608e-02 8.967324e-02 1.004045e-03 1.043886e-03 1.362174e-03 1.148828e+00 9.865502e-04 
7.875701e-02 7.417816e-02 8.364453e-02 7.002667e-04 1.092457e-03 1.225297e-03 1.127266e+00 1.012008e-03 
8.541480e-02 8.045673e-02 8.710110e-02 8.224027e-04 9.145607e-04 1.176023e-03 1.127046e+00 9.366065e-04 
8.043513e-02 7.820065e-02 8.473918e-02 3.544697e-04 1.041230e-03 1.206042e-03 1.057964e+00 1.012008e-03 
8.280449e-02 7.623717e-02 8.502150e-02 1.044479e-03 1.087023e-03 1.394958e-03 1.179707e+00 9.121211e-04 
8.465820e-02 7.678691e-02 8.560072e-02 1.270781e-03 1.125275e-03 1.249708e-03 1.215524e+00 1.037791e-03 
8.709038e-02 7.783777e-02 8.674976e-02 1.526016e-03 1.106621e-03 1.204280e-03 1.251871e+00 1.037791e-03 
8.386272e-02 7.869310e-02 8.603722e-02 8.403532e-04 8.685569e-04 1.323822e-03 1.135703e+00 9.366065e-04 
8.255997e-02 7.734647e-02 8.556727e-02 8.336721e-04 1.025300e-03 1.174797e-03 1.139352e+00 1.037791e-03 
8.447439e-02 8.169219e-02 8.815073e-02 4.623084e-04 8.270544e-04 1.134630e-03 1.069274e+00 1.012008e-03 
8.425922e-02 7.643115e-02 8.602129e-02 1.257896e-03 1.055276e-03 1.071866e-03 1.215330e+00 9.614162e-04 
8.290793e-02 7.740456e-02 8.551631e-02 8.822594e-04 1.028357e-03 1.080851e-03 1.147253e+00 9.614162e-04 
8.454842e-02 7.686295e-02 8.575455e-02 1.240522e-03 1.134588e-03 1.344014e-03 1.209976e+00 1.037791e-03 
8.695066e-02 7.987795e-02 8.757403e-02 1.179931e-03 9.231705e-04 1.211692e-03 1.184928e+00 9.121211e-04 
8.483790e-02 7.839696e-02 8.627283e-02 1.051385e-03 1.125575e-03 1.294983e-03 1.171066e+00 9.614162e-04 
8.413318e-02 7.561366e-02 8.624937e-02 1.360966e-03 1.078072e-03 1.066881e-03 1.238038e+00 1.063898e-03 
8.360125e-02 7.735385e-02 8.504038e-02 1.005552e-03 1.137993e-03 1.222679e-03 1.168051e+00 1.012008e-03 
8.384972e-02 7.905917e-02 8.598806e-02 7.804240e-04 1.015675e-03 1.148669e-03 1.124861e+00 1.012008e-03 
8.059223e-02 7.453253e-02 8.267581e-02 9.400100e-04 1.011867e-03 1.159581e-03 1.169216e+00 9.865502e-04 
8.583671e-02 7.773672e-02 8.568756e-02 1.324942e-03 9.432526e-04 1.120105e-03 1.219252e+00 9.366065e-04 
8.334788e-02 7.673938e-02 8.721967e-02 1.057937e-03 9.968336e-04 1.089654e-03 1.179648e+00 1.063898e-03 
8.150030e-02 7.619418e-02 8.434652e-02 8.367458e-04 1.012019e-03 1.154709e-03 1.144129e+00 1.012008e-03 
8.902927e-02 8.232807e-02 9.085173e-02 1.148301e-03 1.195882e-03 1.448520e-03 1.169418e+00 1.037791e-03 
8.792114e-02 8.062318e-02 9.012880e-02 1.230030e-03 1.063086e-03 1.279663e-03 1.189233e+00 1.063898e-03 
8.455760e-02 7.793091e-02 8.629883e-02 1.076762e-03 1.174865e-03 1.363430e-03 1.177297e+00 1.037791e-03 
8.273282e-02 7.598688e-02 8.555431e-02 1.070713e-03 1.231178e-03 1.349001e-03 1.185437e+00 1.037791e-03 
8.538538e-02 7.924258e-02 8.683523e-02 1.011276e-03 9.675197e-04 1.307570e-03 1.161047e+00 9.614162e-04 
8.242021e-02 7.706326e-02 8.590068e-02 8.543457e-04 1.047975e-03 1.278972e-03 1.143860e+00 9.614162e-04 
8.354223e-02 7.739239e-02 8.643051e-02 9.897220e-04 9.414932e-04 1.089222e-03 1.165241e+00 9.614162e-04 
8.366644e-02 7.708569e-02 8.584975e-02 1.057870e-03 1.042326e-03 1.081865e-03 1.178027e+00 1.012008e-03 
8.080367e-02 7.565351e-02 8.320064e-02 8.057810e-04 1.046934e-03 1.161821e-03 1.140786e+00 9.614162e-04 
8.449260e-02 7.727831e-02 8.597372e-02 1.167062e-03 1.040510e-03 1.179556e-03 1.195424e+00 9.865502e-04 
8.712380e-02 8.007503e-02 8.782775e-02 1.178546e-03 1.157994e-03 1.319210e-03 1.183803e+00 9.865502e-04 
8.175250e-02 7.806906e-02 8.555185e-02 5.886931e-04 9.759964e-04 1.112000e-03 1.096590e+00 9.614162e-04 
8.543162e-02 7.836580e-02 8.595139e-02 1.157364e-03 1.105351e-03 1.250047e-03 1.188459e+00 1.012008e-03 
8.394464e-02 7.679835e-02 8.639862e-02 1.148716e-03 1.015459e-03 1.287601e-03 1.194764e+00 1.037791e-03 
8.501838e-02 7.822935e-02 8.566236e-02 1.108294e-03 9.662640e-04 1.144838e-03 1.181099e+00 9.865502e-04 
8.443725e-02 7.910801e-02 8.784269e-02 8.715726e-04 9.337073e-04 1.214828e-03 1.139272e+00 1.012008e-03 
8.314426e-02 7.663051e-02 8.534652e-02 1.040734e-03 1.172924e-03 1.338480e-03 1.177230e+00 1.012008e-03 
8.491119e-02 7.824344e-02 8.649588e-02 1.087875e-03 1.033680e-03 1.252425e-03 1.177698e+00 9.865502e-04 
8.376967e-02 7.721545e-02 8.511698e-02 1.055132e-03 9.886667e-04 1.163278e-03 1.176970e+00 9.614162e-04 
8.389246e-02 7.863612e-02 8.634923e-02 8.543061e-04 1.125197e-03 1.317815e-03 1.138156e+00 1.012008e-03 
8.077049e-02 7.605405e-02 8.491234e-02 7.396538e-04 9.393767e-04 1.269709e-03 1.127874e+00 9.366065e-04 
8.457527e-02 7.802327e-02 8.734095e-02 1.065347e-03 1.006033e-03 1.208124e-03 1.175002e+00 1.090329e-03 
8.464714e-02 7.790933e-02 8.524743e-02 1.095274e-03 1.089110e-03 1.272449e-03 1.180444e+00 1.063898e-03 
8.626942e-02 7.679317e-02 8.681452e-02 1.545221e-03 1.070928e-03 1.258136e-03 1.262027e+00 1.037791e-03 
8.223935e-02 7.797214e-02 8.460849e-02 6.836562e-04 1.096400e-03 1.119978e-03 1.112450e+00 9.865502e-04 
8.449581e-02 7.740273e-02 8.569546e-02 1.148359e-03 1.194936e-03 1.244270e-03 1.191675e+00 1.063898e-03 
8.543243e-02 7.958575e-02 8.712431e-02 9.648081e-04 1.027682e-03 1.152527e-03 1.152325e+00 1.012008e-03 
8.244086e-02 7.558841e-02 8.363295e-02 1.082887e-03 1.099414e-03 1.115389e-03 1.189528e+00 1.063898e-03 
8.498784e-02 7.727969e-02 8.802054e-02 1.250783e-03 1.190927e-03 1.238470e-03 1.209436e+00 9.865502e-04 
8.057641e-02 7.438407e-02 8.324501e-02 9.595679e-04 9.982746e-04 1.268048e-03 1.173427e+00 9.614162e-04 
8.521200e-02 7.738528e-02 8.729302e-02 1.272603e-03 1.003711e-03 1.172523e-03 1.212508e+00 9.865502e-04 
8.036383e-02 7.610936e-02 8.274067e-02 6.657109e-04 9.002219e-04 1.038516e-03 1.114924e+00 1.012008e-03 
8.612969e-02 7.932913e-02 8.671320e-02 1.125212e-03 1.176728e-03 1.304671e-03 1.178801e+00 1.012008e-03 
8.456986e-02 7.866642e-02 8.704701e-02 9.636566e-04 9.375172e-04 1.115860e-03 1.155720e+00 9.366065e-04 
8.438371e-02 7.737296e-02 8.549711e-02 1.134036e-03 9.654127e-04 1.204056e-03 1.189430e+00 9.121211e-04 
8.413579e-02 7.691228e-02 8.592005e-02 1.163332e-03 1.012233e-03 1.097017e-03 1.196658e+00 9.121211e-04 
8.380372e-02 7.831025e-02 8.555322e-02 8.905674e-04 8.829359e-04 1.134708e-03 1.145221e+00 9.614162e-04 
8.402236e-02 8.052501e-02 8.710893e-02 5.754793e-04 1.138482e-03 1.164274e-03 1.088750e+00 9.614162e-04 
8.216141e-02 7.590591e-02 8.316391e-02 9.887904e-04 1.110490e-03 1.201965e-03 1.171614e+00 1.063898e-03 
8.495111e-02 7.992781e-02 8.840145e-02 8.282366e-04 8.405514e-04 1.092429e-03 1.129646e+00 9.865502e-04 
8.564400e-02 8.028378e-02 8.722464e-02 8.894096e-04 1.049016e-03 1.267296e-03 1.137990e+00 9.366065e-04 
8.409286e-02 7.489504e-02 8.657718e-02 1.462342e-03 9.992277e-04 1.192327e-03 1.260701e+00 1.063898e-03 
8.781360e-02 8.054014e-02 8.897122e-02 1.224514e-03 1.218932e-03 1.317980e-03 1.188773e+00 1.012008e-03 
8.406367e-02 7.802250e-02 8.649731e-02 9.791902e-04 1.001198e-03 1.158610e-03 1.160852e+00 9.614162e-04 
8.617595e-02 8.034530e-02 8.812534e-02 9.709274e-04 9.772513e-04 1.088244e-03 1.150406e+00 9.865502e-04 
8.760096e-02 7.822576e-02 8.847584e-02 1.554659e-03 1.021772e-03 1.375883e-03 1.254060e+00 9.865502e-04 
8.529067e-02 7.850524e-02 8.629491e-02 1.111425e-03 9.547154e-04 1.141549e-03 1.180336e+00 1.063898e-03 
8.641459e-02 7.990622e-02 8.885414e-02 1.082478e-03 1.010689e-03 1.171720e-03 1.169534e+00 1.063898e-03 
