sigma_18, sigma_D, sigma_17,  diff1,  diff2, diff2_17O,  divis,  diff3 
5.753506e-02 5.273789e-02 6.033918e-02 5.289974e-04 5.683443e-04 6.947150e-04 1.190199e+00 5.191476e-04 
5.802825e-02 5.289374e-02 5.999413e-02 5.695296e-04 6.710917e-04 8.172141e-04 1.203567e+00 6.281686e-04 
5.773167e-02 5.168939e-02 5.941517e-02 6.611531e-04 6.752834e-04 8.286241e-04 1.247457e+00 5.723602e-04 
5.666845e-02 5.154723e-02 5.834934e-02 5.541957e-04 5.834270e-04 6.876438e-04 1.208570e+00 6.092774e-04 
5.862763e-02 5.120367e-02 5.992095e-02 8.153839e-04 6.282981e-04 7.334060e-04 1.311000e+00 5.906746e-04 
5.742852e-02 5.136524e-02 5.870329e-02 6.596473e-04 7.666093e-04 6.807985e-04 1.250019e+00 5.906746e-04 
6.104405e-02 5.406975e-02 6.102839e-02 8.028389e-04 5.640169e-04 6.934663e-04 1.274612e+00 5.906746e-04 
5.595136e-02 5.117549e-02 6.123175e-02 5.116238e-04 5.832730e-04 7.527004e-04 1.195356e+00 5.723602e-04 
5.752758e-02 5.100845e-02 5.879612e-02 7.075614e-04 6.350038e-04 7.693960e-04 1.271944e+00 5.365967e-04 
5.637632e-02 5.270971e-02 5.956016e-02 3.999753e-04 5.598688e-04 7.019946e-04 1.143963e+00 5.365967e-04 
5.804055e-02 5.271861e-02 5.972020e-02 5.894539e-04 6.028599e-04 7.309183e-04 1.212091e+00 5.906746e-04 
5.577115e-02 5.014930e-02 5.742817e-02 5.954687e-04 6.200169e-04 6.594204e-04 1.236771e+00 5.723602e-04 
6.002917e-02 5.179130e-02 5.949045e-02 9.211632e-04 6.811442e-04 7.364466e-04 1.343418e+00 6.281686e-04 
5.947968e-02 5.074482e-02 5.776403e-02 9.627951e-04 6.962287e-04 7.186158e-04 1.373896e+00 6.092774e-04 
6.214810e-02 5.406444e-02 6.257251e-02 9.394228e-04 7.053176e-04 7.703719e-04 1.321394e+00 6.281686e-04 
5.888202e-02 5.271933e-02 5.976003e-02 6.877647e-04 6.294024e-04 7.143261e-04 1.247457e+00 5.906746e-04 
5.854464e-02 5.207086e-02 5.966002e-02 7.161013e-04 6.679005e-04 7.864230e-04 1.264110e+00 5.906746e-04 
6.093187e-02 5.319329e-02 6.166176e-02 8.831676e-04 6.165827e-04 7.105866e-04 1.312126e+00 5.906746e-04 
5.917984e-02 5.274084e-02 6.001207e-02 7.206576e-04 5.410217e-04 6.001646e-04 1.259081e+00 5.543342e-04 
5.706179e-02 5.240863e-02 5.930648e-02 5.093835e-04 6.536914e-04 7.128532e-04 1.185455e+00 5.906746e-04 
5.487381e-02 5.055308e-02 5.726438e-02 4.555208e-04 7.378554e-04 7.524730e-04 1.178243e+00 5.723602e-04 
5.922044e-02 5.213311e-02 5.974452e-02 7.891999e-04 6.911053e-04 8.126027e-04 1.290375e+00 6.092774e-04 
5.751967e-02 5.155299e-02 5.904833e-02 6.508018e-04 7.917119e-04 7.797738e-04 1.244873e+00 6.281686e-04 
5.680985e-02 5.053160e-02 5.933969e-02 6.739156e-04 5.966593e-04 7.467431e-04 1.263924e+00 5.906746e-04 
5.747942e-02 5.098692e-02 5.824734e-02 7.042175e-04 5.248262e-04 6.941069e-04 1.270888e+00 5.723602e-04 
5.670229e-02 5.244408e-02 6.018744e-02 4.647686e-04 6.201922e-04 7.418919e-04 1.168983e+00 5.543342e-04 
5.915145e-02 5.301380e-02 6.034370e-02 6.884307e-04 6.906353e-04 7.374314e-04 1.244953e+00 6.281686e-04 
5.717976e-02 5.136067e-02 5.864759e-02 6.316060e-04 5.487993e-04 7.763555e-04 1.239433e+00 5.723602e-04 
5.658385e-02 5.065520e-02 5.850805e-02 6.357831e-04 5.814765e-04 7.653764e-04 1.247777e+00 5.723602e-04 
5.714215e-02 5.157232e-02 5.966097e-02 6.055215e-04 6.419693e-04 7.740402e-04 1.227665e+00 5.723602e-04 
5.800635e-02 5.067129e-02 6.245519e-02 7.971562e-04 6.078995e-04 6.720627e-04 1.310470e+00 6.668162e-04 
5.556257e-02 5.070971e-02 5.703793e-02 5.157247e-04 6.723436e-04 7.774859e-04 1.200556e+00 5.906746e-04 
5.927394e-02 5.316096e-02 6.014111e-02 6.873126e-04 6.668516e-04 7.014505e-04 1.243203e+00 6.092774e-04 
5.774103e-02 5.160745e-02 5.891362e-02 6.706977e-04 6.796347e-04 8.477785e-04 1.251827e+00 5.723602e-04 
5.592150e-02 5.139458e-02 5.815510e-02 4.858116e-04 7.161747e-04 7.836690e-04 1.183922e+00 5.906746e-04 
5.817933e-02 5.273926e-02 5.906121e-02 6.034059e-04 6.502270e-04 6.949211e-04 1.216941e+00 6.092774e-04 
6.002686e-02 5.282227e-02 6.080433e-02 8.130312e-04 6.680760e-04 7.586183e-04 1.291389e+00 5.723602e-04 
5.794971e-02 5.327527e-02 5.980441e-02 5.199152e-04 7.457015e-04 8.163617e-04 1.183181e+00 5.906746e-04 
5.996949e-02 5.198546e-02 5.954810e-02 8.938513e-04 7.206234e-04 8.178386e-04 1.330751e+00 6.281686e-04 
5.814191e-02 5.296079e-02 5.974362e-02 5.756365e-04 6.645308e-04 7.820850e-04 1.205229e+00 5.906746e-04 
5.621996e-02 5.162750e-02 5.855824e-02 4.952852e-04 6.489772e-04 7.297455e-04 1.185820e+00 5.365967e-04 
5.766074e-02 5.214411e-02 5.981377e-02 6.057530e-04 5.991147e-04 6.684812e-04 1.222785e+00 5.906746e-04 
5.613967e-02 5.111538e-02 5.849198e-02 5.388806e-04 6.812993e-04 7.903341e-04 1.206248e+00 5.906746e-04 
5.688639e-02 5.009937e-02 5.836446e-02 7.261143e-04 6.771969e-04 6.957554e-04 1.289295e+00 5.543342e-04 
5.968567e-02 5.133935e-02 6.028853e-02 9.266499e-04 5.144937e-04 6.854304e-04 1.351573e+00 5.543342e-04 
5.674290e-02 5.157945e-02 5.883419e-02 5.593168e-04 7.028747e-04 7.167590e-04 1.210235e+00 5.906746e-04 
6.552815e-02 5.076462e-02 5.880807e-02 1.716892e-03 7.393388e-04 7.643995e-04 1.666225e+00 6.473482e-04 
5.785362e-02 5.312950e-02 6.025518e-02 5.242984e-04 6.084109e-04 7.423827e-04 1.185741e+00 5.723602e-04 
5.722849e-02 5.121761e-02 5.881412e-02 6.518563e-04 6.391599e-04 6.730432e-04 1.248493e+00 6.092774e-04 
5.953357e-02 5.283524e-02 6.045371e-02 7.526837e-04 6.415352e-04 6.799409e-04 1.269628e+00 5.723602e-04 
5.955189e-02 5.131092e-02 6.040967e-02 9.136174e-04 5.944535e-04 6.880341e-04 1.347012e+00 5.906746e-04 
5.745028e-02 5.139432e-02 5.824271e-02 6.591577e-04 7.176614e-04 6.721171e-04 1.249551e+00 5.723602e-04 
5.833292e-02 5.214850e-02 5.906786e-02 6.832638e-04 5.878939e-04 7.575634e-04 1.251249e+00 6.473482e-04 
5.674735e-02 4.887824e-02 5.760197e-02 8.311791e-04 4.892919e-04 5.847588e-04 1.347907e+00 6.281686e-04 
5.839081e-02 5.119272e-02 5.875618e-02 7.887916e-04 6.477691e-04 7.595711e-04 1.300986e+00 6.281686e-04 
5.755202e-02 5.175647e-02 5.925076e-02 6.335022e-04 6.080141e-04 7.814784e-04 1.236493e+00 5.365967e-04 
5.678098e-02 5.227633e-02 5.995072e-02 4.912651e-04 6.756918e-04 7.946008e-04 1.179765e+00 5.906746e-04 
5.583241e-02 4.940128e-02 5.701504e-02 6.767717e-04 5.910674e-04 6.939479e-04 1.277310e+00 5.906746e-04 
5.682450e-02 5.252926e-02 5.931555e-02 4.697002e-04 7.066185e-04 7.920828e-04 1.170223e+00 6.092774e-04 
6.009888e-02 5.356106e-02 5.970583e-02 7.430886e-04 6.905532e-04 6.658102e-04 1.259025e+00 6.092774e-04 
5.786242e-02 5.212716e-02 5.897718e-02 6.308189e-04 7.154987e-04 7.823345e-04 1.232154e+00 6.092774e-04 
5.965150e-02 5.348724e-02 6.053427e-02 6.974163e-04 6.965422e-04 8.090904e-04 1.243776e+00 5.723602e-04 
5.793473e-02 5.178849e-02 5.927291e-02 6.743848e-04 6.645003e-04 6.666705e-04 1.251444e+00 5.906746e-04 
6.030152e-02 5.389795e-02 6.099693e-02 7.312838e-04 6.004552e-04 7.483201e-04 1.251734e+00 5.906746e-04 
5.852229e-02 5.393782e-02 6.050401e-02 5.155694e-04 6.408533e-04 8.176183e-04 1.177215e+00 5.191476e-04 
5.918057e-02 5.396188e-02 6.093718e-02 5.904563e-04 6.345679e-04 7.664638e-04 1.202775e+00 5.723602e-04 
6.075539e-02 5.201574e-02 5.966112e-02 9.855807e-04 7.403881e-04 7.886420e-04 1.364269e+00 6.281686e-04 
6.025430e-02 5.292659e-02 6.052412e-02 8.293562e-04 6.433250e-04 6.954702e-04 1.296069e+00 5.543342e-04 
5.610114e-02 5.129999e-02 5.857363e-02 5.156490e-04 6.606883e-04 6.759592e-04 1.195938e+00 5.543342e-04 
5.885546e-02 5.351157e-02 6.140627e-02 6.004773e-04 6.567009e-04 6.973842e-04 1.209701e+00 6.281686e-04 
5.666791e-02 5.089035e-02 5.856004e-02 6.214248e-04 6.343686e-04 7.209696e-04 1.239948e+00 5.906746e-04 
5.874652e-02 5.448780e-02 6.123613e-02 4.822343e-04 6.113021e-04 7.516098e-04 1.162428e+00 5.543342e-04 
6.110281e-02 5.254318e-02 5.994056e-02 9.727675e-04 6.906676e-04 7.559912e-04 1.352352e+00 6.092774e-04 
5.872476e-02 5.324857e-02 6.070967e-02 6.131869e-04 6.496135e-04 7.500624e-04 1.216260e+00 5.723602e-04 
5.740994e-02 5.150857e-02 5.877410e-02 6.427681e-04 6.265069e-04 7.577985e-04 1.242268e+00 5.906746e-04 
5.936649e-02 5.257404e-02 5.937497e-02 7.603506e-04 6.610130e-04 7.800264e-04 1.275088e+00 6.092774e-04 
5.725619e-02 5.099226e-02 5.886278e-02 6.780610e-04 7.202551e-04 7.081993e-04 1.260772e+00 5.906746e-04 
5.509728e-02 4.928043e-02 5.691040e-02 6.071492e-04 5.547357e-04 7.441230e-04 1.250004e+00 6.092774e-04 
5.882888e-02 5.271377e-02 5.985869e-02 6.820955e-04 6.832755e-04 7.518859e-04 1.245469e+00 6.092774e-04 
5.812202e-02 5.211274e-02 5.964332e-02 6.624317e-04 5.997861e-04 7.461751e-04 1.243923e+00 5.723602e-04 
5.797998e-02 5.352722e-02 5.945610e-02 4.965154e-04 5.742259e-04 7.360185e-04 1.173294e+00 5.365967e-04 
5.843888e-02 5.084726e-02 5.880189e-02 8.296591e-04 6.919439e-04 7.743537e-04 1.320896e+00 5.906746e-04 
5.998371e-02 5.147380e-02 5.937743e-02 9.484928e-04 7.290410e-04 6.215971e-04 1.357982e+00 7.269508e-04 
5.899991e-02 5.277849e-02 6.119524e-02 6.954204e-04 5.322899e-04 6.743422e-04 1.249651e+00 5.543342e-04 
6.084630e-02 5.294198e-02 6.080702e-02 8.994188e-04 6.711564e-04 6.658714e-04 1.320894e+00 5.906746e-04 
5.756224e-02 5.275667e-02 5.913637e-02 5.301451e-04 7.218707e-04 8.033019e-04 1.190476e+00 6.092774e-04 
5.708015e-02 5.192214e-02 5.842698e-02 5.622346e-04 6.762714e-04 7.842639e-04 1.208551e+00 5.906746e-04 
6.021578e-02 5.304593e-02 6.088365e-02 8.120699e-04 6.556197e-04 7.213281e-04 1.288595e+00 6.092774e-04 
5.835652e-02 5.286068e-02 5.968114e-02 6.112319e-04 5.720702e-04 7.291415e-04 1.218746e+00 6.092774e-04 
6.007846e-02 5.360902e-02 6.182499e-02 7.354946e-04 7.295592e-04 7.676560e-04 1.255920e+00 6.092774e-04 
5.924507e-02 5.272868e-02 6.083082e-02 7.296653e-04 6.659253e-04 7.667379e-04 1.262440e+00 5.723602e-04 
6.018377e-02 5.233804e-02 6.041009e-02 8.828158e-04 6.379517e-04 6.830349e-04 1.322281e+00 5.906746e-04 
5.794257e-02 5.194437e-02 5.855338e-02 6.591246e-04 5.833763e-04 7.417552e-04 1.244282e+00 5.906746e-04 
5.784059e-02 5.178085e-02 5.913341e-02 6.642774e-04 6.409229e-04 7.449762e-04 1.247749e+00 5.906746e-04 
5.793117e-02 5.090980e-02 5.853746e-02 7.642129e-04 6.408737e-04 7.391708e-04 1.294857e+00 6.092774e-04 
5.656130e-02 5.071091e-02 5.890107e-02 6.275840e-04 6.260981e-04 7.020015e-04 1.244044e+00 6.092774e-04 
5.674371e-02 5.144694e-02 5.824374e-02 5.730604e-04 6.010262e-04 7.980825e-04 1.216512e+00 5.906746e-04 
5.642541e-02 5.138533e-02 5.878823e-02 5.433747e-04 6.468303e-04 7.757970e-04 1.205789e+00 5.723602e-04 
5.750825e-02 5.303317e-02 5.986359e-02 4.946817e-04 7.056029e-04 7.557662e-04 1.175886e+00 6.281686e-04 
5.809627e-02 5.201209e-02 5.960871e-02 6.699191e-04 6.335308e-04 7.472504e-04 1.247636e+00 5.723602e-04 
5.820266e-02 5.249990e-02 5.928487e-02 6.313099e-04 5.916401e-04 7.323381e-04 1.229048e+00 5.543342e-04 
5.680746e-02 5.024553e-02 5.756797e-02 7.024746e-04 7.019416e-04 7.806394e-04 1.278250e+00 6.281686e-04 
5.890768e-02 5.274344e-02 5.977321e-02 6.882441e-04 5.830634e-04 6.741635e-04 1.247403e+00 5.906746e-04 
5.754463e-02 5.188664e-02 5.994699e-02 6.191607e-04 5.891899e-04 6.134099e-04 1.229981e+00 5.543342e-04 
5.740514e-02 5.068295e-02 5.838859e-02 7.265888e-04 7.170037e-04 6.985537e-04 1.282856e+00 6.281686e-04 
5.764032e-02 5.176138e-02 5.948414e-02 6.431653e-04 6.533286e-04 6.990659e-04 1.240055e+00 5.906746e-04 
5.729424e-02 5.240194e-02 6.014414e-02 5.366673e-04 6.123260e-04 6.796029e-04 1.195439e+00 5.723602e-04 
5.771352e-02 5.231359e-02 5.886648e-02 5.941387e-04 5.625661e-04 7.962862e-04 1.217100e+00 6.281686e-04 
5.883102e-02 5.279611e-02 6.079028e-02 6.736593e-04 6.392921e-04 6.845265e-04 1.241678e+00 5.906746e-04 
5.819971e-02 5.134203e-02 5.859964e-02 7.512027e-04 7.206022e-04 7.765346e-04 1.284978e+00 6.092774e-04 
5.806786e-02 5.336375e-02 6.067490e-02 5.241865e-04 6.726479e-04 7.168764e-04 1.184074e+00 5.723602e-04 
5.735560e-02 5.135053e-02 5.906727e-02 6.527878e-04 6.615796e-04 7.533091e-04 1.247561e+00 5.723602e-04 
5.595800e-02 5.102305e-02 5.871347e-02 5.279466e-04 6.354968e-04 6.771850e-04 1.202795e+00 5.906746e-04 
5.713240e-02 5.150182e-02 5.855987e-02 6.116737e-04 7.103183e-04 8.046546e-04 1.230608e+00 6.092774e-04 
5.675773e-02 5.102204e-02 5.845465e-02 6.181905e-04 6.892170e-04 6.967804e-04 1.237469e+00 5.906746e-04 
5.778362e-02 5.179639e-02 5.955608e-02 6.560810e-04 7.452883e-04 7.190635e-04 1.244545e+00 6.473482e-04 
5.535596e-02 5.143173e-02 5.740265e-02 4.190594e-04 5.829526e-04 8.073405e-04 1.158421e+00 5.906746e-04 
5.989944e-02 5.320612e-02 6.056714e-02 7.570512e-04 5.406341e-04 6.715346e-04 1.267425e+00 5.906746e-04 
5.974891e-02 5.276702e-02 6.017657e-02 7.855739e-04 5.784089e-04 6.294843e-04 1.282138e+00 5.906746e-04 
5.737549e-02 5.093769e-02 5.830627e-02 6.972986e-04 5.846186e-04 7.488259e-04 1.268745e+00 5.543342e-04 
5.775020e-02 5.048760e-02 5.892575e-02 7.860874e-04 5.649875e-04 6.961273e-04 1.308391e+00 6.281686e-04 
5.947890e-02 5.212580e-02 5.961758e-02 8.206398e-04 6.563513e-04 7.639496e-04 1.302028e+00 6.092774e-04 
5.791282e-02 5.116724e-02 5.844539e-02 7.358082e-04 6.500069e-04 7.815741e-04 1.281048e+00 6.281686e-04 
5.907458e-02 5.261260e-02 6.051632e-02 7.217203e-04 6.310829e-04 7.043148e-04 1.260729e+00 5.906746e-04 
5.900929e-02 5.240052e-02 5.899481e-02 7.362818e-04 7.236834e-04 7.595356e-04 1.268147e+00 6.092774e-04 
5.766687e-02 5.166162e-02 5.883790e-02 6.565452e-04 7.777456e-04 8.419118e-04 1.245996e+00 5.906746e-04 
5.756070e-02 5.111082e-02 5.963294e-02 7.009182e-04 6.027980e-04 7.355748e-04 1.268313e+00 5.723602e-04 
5.907106e-02 5.209375e-02 6.016675e-02 7.756321e-04 7.089851e-04 7.388021e-04 1.285815e+00 6.092774e-04 
5.627764e-02 5.188498e-02 5.879943e-02 4.751214e-04 6.441220e-04 7.336646e-04 1.176490e+00 5.906746e-04 
5.911481e-02 5.256515e-02 6.017578e-02 7.314656e-04 6.373051e-04 8.031661e-04 1.264727e+00 5.723602e-04 
6.029964e-02 5.264661e-02 5.988764e-02 8.643803e-04 7.340372e-04 8.628268e-04 1.311863e+00 6.473482e-04 
5.758748e-02 5.163246e-02 5.897261e-02 6.504061e-04 5.779476e-04 6.246040e-04 1.243971e+00 5.723602e-04 
5.990992e-02 5.299519e-02 6.055032e-02 7.807085e-04 6.494740e-04 7.112081e-04 1.277982e+00 5.365967e-04 
5.683543e-02 5.064596e-02 5.810084e-02 6.652538e-04 7.102895e-04 7.782065e-04 1.259357e+00 5.906746e-04 
5.681986e-02 5.262973e-02 5.977107e-02 4.586082e-04 7.089030e-04 8.325241e-04 1.165569e+00 6.092774e-04 
5.828384e-02 5.285897e-02 5.998917e-02 6.029357e-04 7.244491e-04 8.797859e-04 1.215791e+00 5.906746e-04 
5.841203e-02 5.187300e-02 5.957801e-02 7.211575e-04 5.924359e-04 7.160723e-04 1.268008e+00 5.723602e-04 
5.658817e-02 5.254299e-02 5.783979e-02 4.414553e-04 6.126716e-04 7.102434e-04 1.159903e+00 5.723602e-04 
5.733708e-02 5.168037e-02 5.903680e-02 6.166800e-04 5.864880e-04 6.813748e-04 1.230892e+00 5.543342e-04 
5.904063e-02 5.289530e-02 6.124174e-02 6.878830e-04 6.720298e-04 7.169901e-04 1.245856e+00 5.906746e-04 
5.645626e-02 5.095598e-02 5.826247e-02 5.907972e-04 6.334732e-04 7.298816e-04 1.227535e+00 5.365967e-04 
5.902944e-02 5.215163e-02 6.000396e-02 7.646820e-04 7.489958e-04 8.440787e-04 1.281155e+00 6.473482e-04 
5.973671e-02 5.339170e-02 6.043054e-02 7.178001e-04 6.322424e-04 7.673888e-04 1.251800e+00 6.281686e-04 
5.752414e-02 5.213674e-02 5.914886e-02 5.907871e-04 6.431227e-04 6.925573e-04 1.217342e+00 5.723602e-04 
5.790978e-02 5.205042e-02 5.887620e-02 6.442959e-04 6.956737e-04 7.925314e-04 1.237814e+00 5.906746e-04 
5.984105e-02 5.301633e-02 6.045443e-02 7.702194e-04 6.207016e-04 7.396814e-04 1.274028e+00 5.723602e-04 
6.023122e-02 5.418480e-02 6.163717e-02 6.918074e-04 5.870946e-04 5.936825e-04 1.235630e+00 6.281686e-04 
5.875795e-02 5.199426e-02 5.955243e-02 7.490933e-04 7.261335e-04 7.825264e-04 1.277093e+00 6.092774e-04 
5.809580e-02 5.248684e-02 5.940052e-02 6.202539e-04 6.356123e-04 7.449678e-04 1.225148e+00 5.906746e-04 
5.769843e-02 5.200493e-02 5.953206e-02 6.245966e-04 6.916100e-04 6.707965e-04 1.230946e+00 5.723602e-04 
6.035817e-02 5.189868e-02 5.978764e-02 9.496353e-04 6.179468e-04 6.483465e-04 1.352569e+00 5.906746e-04 
5.941439e-02 5.242260e-02 6.038876e-02 7.819416e-04 5.651372e-04 5.908327e-04 1.284536e+00 5.723602e-04 
5.649175e-02 5.030258e-02 5.801923e-02 6.609678e-04 5.616249e-04 8.018644e-04 1.261216e+00 5.365967e-04 
5.812853e-02 5.291340e-02 6.001531e-02 5.790979e-04 4.666567e-04 5.838725e-04 1.206833e+00 5.365967e-04 
5.890022e-02 5.185681e-02 5.965666e-02 7.801077e-04 6.574587e-04 7.883175e-04 1.290097e+00 6.092774e-04 
5.915655e-02 5.192777e-02 6.011507e-02 8.030044e-04 6.051425e-04 7.318285e-04 1.297796e+00 5.906746e-04 
5.641495e-02 5.059192e-02 5.828284e-02 6.231044e-04 7.620143e-04 8.040724e-04 1.243444e+00 6.092774e-04 
5.770970e-02 5.330382e-02 5.955279e-02 4.891119e-04 6.130380e-04 6.366867e-04 1.172144e+00 5.906746e-04 
5.736290e-02 5.226930e-02 5.871785e-02 5.584227e-04 6.509333e-04 6.609612e-04 1.204395e+00 5.543342e-04 
5.886540e-02 5.308020e-02 6.055133e-02 6.476272e-04 5.840220e-04 6.902182e-04 1.229858e+00 5.365967e-04 
5.663628e-02 4.967960e-02 5.753215e-02 7.396062e-04 7.628513e-04 7.847946e-04 1.299671e+00 5.906746e-04 
5.849294e-02 5.290606e-02 5.977282e-02 6.223732e-04 7.058273e-04 7.342347e-04 1.222351e+00 6.473482e-04 
5.911838e-02 5.255718e-02 6.037928e-02 7.327253e-04 6.687090e-04 7.649649e-04 1.265263e+00 6.092774e-04 
6.010695e-02 5.321063e-02 5.990539e-02 7.814745e-04 7.035256e-04 7.571865e-04 1.276006e+00 5.906746e-04 
5.849394e-02 5.204439e-02 5.993519e-02 7.129226e-04 6.992801e-04 7.600909e-04 1.263205e+00 5.543342e-04 
5.874384e-02 5.225577e-02 5.887169e-02 7.201731e-04 5.745863e-04 6.498419e-04 1.263735e+00 5.723602e-04 
5.885410e-02 5.303902e-02 6.032222e-02 6.506671e-04 6.297739e-04 7.529280e-04 1.231296e+00 6.092774e-04 
5.681801e-02 5.130953e-02 5.861976e-02 5.956193e-04 6.593657e-04 7.825530e-04 1.226242e+00 6.092774e-04 
5.504472e-02 5.125607e-02 5.739052e-02 4.027363e-04 6.575700e-04 7.131518e-04 1.153296e+00 5.906746e-04 
5.723630e-02 5.208880e-02 5.987810e-02 5.627507e-04 7.056316e-04 7.325232e-04 1.207409e+00 5.723602e-04 
5.900007e-02 5.277525e-02 5.869874e-02 6.957809e-04 6.271499e-04 7.478512e-04 1.249811e+00 6.092774e-04 
5.836265e-02 5.016249e-02 5.829020e-02 8.899236e-04 7.044249e-04 7.832790e-04 1.353667e+00 5.906746e-04 
5.734467e-02 5.280539e-02 5.919432e-02 5.000028e-04 7.133160e-04 8.138501e-04 1.179315e+00 6.092774e-04 
5.713249e-02 5.065354e-02 5.812703e-02 6.983404e-04 7.165121e-04 7.353040e-04 1.272175e+00 6.092774e-04 
5.493342e-02 5.046018e-02 5.717939e-02 4.714508e-04 5.892140e-04 7.072931e-04 1.185156e+00 5.191476e-04 
5.681698e-02 5.078302e-02 5.806315e-02 6.492545e-04 6.490214e-04 7.558394e-04 1.251755e+00 6.092774e-04 
5.709674e-02 5.159787e-02 5.827419e-02 5.976978e-04 6.208609e-04 7.650014e-04 1.224501e+00 6.281686e-04 
5.591303e-02 5.055539e-02 5.811260e-02 5.704196e-04 6.506636e-04 7.444698e-04 1.223182e+00 5.906746e-04 
5.758383e-02 5.195717e-02 5.927471e-02 6.163502e-04 7.808541e-04 7.630158e-04 1.228316e+00 6.092774e-04 
5.764529e-02 5.197191e-02 5.915444e-02 6.218997e-04 6.472694e-04 6.510899e-04 1.230241e+00 5.723602e-04 
5.805562e-02 5.073226e-02 5.907410e-02 7.966920e-04 6.405911e-04 7.236481e-04 1.309544e+00 6.281686e-04 
5.702625e-02 5.103371e-02 5.863728e-02 6.475534e-04 7.173379e-04 7.308104e-04 1.248634e+00 6.281686e-04 
6.000143e-02 5.291875e-02 6.160280e-02 7.997773e-04 6.381461e-04 7.368042e-04 1.285595e+00 6.092774e-04 
5.809037e-02 5.228415e-02 5.982145e-02 6.408590e-04 6.767591e-04 7.668501e-04 1.234435e+00 5.906746e-04 
5.868741e-02 5.179615e-02 5.916841e-02 7.613712e-04 6.163537e-04 6.878919e-04 1.283793e+00 5.906746e-04 
6.083019e-02 5.309327e-02 6.066612e-02 8.814165e-04 6.065966e-04 7.150074e-04 1.312682e+00 5.906746e-04 
5.798213e-02 5.228503e-02 5.934747e-02 6.282025e-04 5.940526e-04 7.500483e-04 1.229797e+00 5.543342e-04 
5.641348e-02 5.280900e-02 5.931374e-02 3.936906e-04 6.937998e-04 7.461264e-04 1.141169e+00 5.723602e-04 
5.978091e-02 5.322971e-02 6.080520e-02 7.403552e-04 6.518180e-04 7.154261e-04 1.261295e+00 6.281686e-04 
5.886041e-02 5.297678e-02 5.923484e-02 6.580079e-04 6.389494e-04 7.564529e-04 1.234455e+00 5.723602e-04 
5.745697e-02 5.118212e-02 5.922019e-02 6.816944e-04 6.480785e-04 7.662185e-04 1.260227e+00 5.723602e-04 
6.029854e-02 5.301161e-02 6.059745e-02 8.256836e-04 5.603624e-04 7.128593e-04 1.293813e+00 5.543342e-04 
6.006053e-02 5.330839e-02 6.012420e-02 7.654821e-04 6.407023e-04 7.386939e-04 1.269367e+00 5.723602e-04 
5.744275e-02 5.141271e-02 5.802473e-02 6.564036e-04 6.456967e-04 7.379538e-04 1.248330e+00 6.092774e-04 
5.664896e-02 5.093945e-02 5.843407e-02 6.142771e-04 6.937387e-04 8.151727e-04 1.236731e+00 5.723602e-04 
5.788651e-02 5.172482e-02 5.856559e-02 6.753901e-04 6.104694e-04 7.842227e-04 1.252439e+00 5.723602e-04 
5.798143e-02 5.262457e-02 6.003048e-02 5.925005e-04 6.562442e-04 7.631192e-04 1.213950e+00 5.906746e-04 
5.628445e-02 5.148478e-02 5.770883e-02 5.172573e-04 6.793625e-04 7.099535e-04 1.195141e+00 6.092774e-04 
5.695550e-02 5.126277e-02 5.771863e-02 6.160574e-04 6.365753e-04 6.754356e-04 1.234432e+00 5.906746e-04 
5.871905e-02 5.377440e-02 6.033160e-02 5.562406e-04 5.492019e-04 6.973719e-04 1.192359e+00 5.365967e-04 
5.842969e-02 5.274931e-02 6.085582e-02 6.315398e-04 7.129172e-04 8.726468e-04 1.226969e+00 5.906746e-04 
6.037988e-02 5.375680e-02 6.052249e-02 7.559362e-04 6.660477e-04 7.531949e-04 1.261588e+00 5.906746e-04 
5.818094e-02 5.273078e-02 5.915949e-02 6.044870e-04 6.895105e-04 7.610209e-04 1.217400e+00 5.906746e-04 
5.700217e-02 5.152564e-02 5.929374e-02 5.943562e-04 5.771481e-04 7.190496e-04 1.223872e+00 5.543342e-04 
5.785323e-02 5.085295e-02 5.898475e-02 7.609739e-04 6.258041e-04 6.529227e-04 1.294264e+00 5.906746e-04 
5.748312e-02 5.102768e-02 5.838580e-02 7.004844e-04 7.270941e-04 7.515509e-04 1.269021e+00 5.906746e-04 
5.770035e-02 5.120446e-02 5.907182e-02 7.074339e-04 5.837560e-04 6.961713e-04 1.269818e+00 6.092774e-04 
5.972558e-02 5.163074e-02 5.990144e-02 9.014121e-04 6.385317e-04 7.282909e-04 1.338148e+00 6.473482e-04 
5.781127e-02 5.205789e-02 5.850048e-02 6.321194e-04 6.661991e-04 7.579707e-04 1.233252e+00 5.906746e-04 
5.787455e-02 5.266829e-02 5.966884e-02 5.755150e-04 6.441166e-04 7.135554e-04 1.207471e+00 5.543342e-04 
5.654641e-02 5.160000e-02 5.829623e-02 5.349373e-04 6.720570e-04 8.442983e-04 1.200911e+00 5.365967e-04 
5.900932e-02 5.353405e-02 6.083038e-02 6.162053e-04 6.005759e-04 7.060059e-04 1.215013e+00 5.723602e-04 
5.733427e-02 5.216452e-02 5.984018e-02 5.660810e-04 5.697536e-04 6.260262e-04 1.208031e+00 5.906746e-04 
5.667948e-02 5.196057e-02 5.850249e-02 5.126634e-04 7.401382e-04 8.792544e-04 1.189882e+00 6.092774e-04 
